8.91204190216974e-09 1.34204866291497e-08 2.04452725990953e-08 3.14542655370697e-08 4.80201787199263e-08 7.29738960460016e-08 1.09460844069002e-07 1.61570077308748e-07 2.34439125802959e-07 3.33834604900099e-07 4.66152215259372e-07 6.38102200195353e-07 8.56289955470826e-07 1.12732087684858e-06 1.45654218946991e-06 1.84856718561358e-06 2.30706552959227e-06 2.83455356264893e-06 3.43302338826757e-06 4.10394287217327e-06 4.84888472764287e-06 5.66921197284965e-06 6.56639247351866e-06 7.54084561985708e-06 8.59078900348447e-06 9.71139963701847e-06 1.08929266981426e-05 1.21192236638811e-05 1.33674337679439e-05 1.46072560678634e-05 1.58024133107202e-05 1.69120149513162e-05 1.789380742628e-05 1.87079486659311e-05 1.93203632159379e-05 1.97070409869403e-05 1.98572875286557e-05 1.97755064382593e-05 1.94821429883502e-05 1.901242595633e-05 1.84138512831595e-05 1.77419881712877e-05 1.70555512497171e-05 1.64109485013107e-05 1.58569340376511e-05 1.54305190445203e-05 1.51531972700351e-05 1.50296868540262e-05 1.50474060902788e-05 1.51783606824648e-05 1.5381660085386e-05 1.56085501874601e-05 1.58068169078954e-05 1.59262382693845e-05 1.59243510134523e-05 1.5770015417217e-05 1.54467704150478e-05 1.49537772265301e-05 1.43051902711557e-05 1.35274311319758e-05 1.26554140437364e-05 1.17276180579446e-05 1.07818931407967e-05 9.85095172845127e-06 8.95974753823429e-06 8.1245319406733e-06 7.35222487418645e-06 6.64251179611837e-06 5.98983578622418e-06 5.38570419280886e-06 4.82151951662562e-06 4.28994242904914e-06 3.78625479024887e-06 3.30846449674078e-06 2.85751517649099e-06 2.43592317074246e-06 2.04714844870428e-06 1.69454613203373e-06 1.38084225707736e-06 1.10708529935306e-06 8.73170411309054e-07 6.773151845649e-07 5.16793582774055e-07 3.87935941623859e-07 2.86338663939124e-07 2.08017542751821e-07 1.48673828438549e-07 1.04533009134862e-07 7.23448107352602e-08 4.92783493414091e-08 3.30269788139231e-08 2.17034432205781e-08 1.41544194916813e-08 9.01688945395997e-09 5.66176779667254e-09 3.45996920907766e-09 2.09695103580464e-09 1.25817062148279e-09 7.33932862531625e-10 4.19390207160929e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0 0 0 0 0 0 0
1.34204866291497e-08 1.98161872883539e-08 2.96718571566357e-08 4.47699046144292e-08 6.75218233529095e-08 1.01597277684735e-07 1.51295017233305e-07 2.22276809795292e-07 3.21462593788852e-07 4.56611088046461e-07 6.3642463936671e-07 8.69920137203557e-07 1.16621931856275e-06 1.53360514003573e-06 1.97920723514421e-06 2.50910676189205e-06 3.12718307969547e-06 3.83616222490102e-06 4.63751206323376e-06 5.53175683245265e-06 6.51942077031664e-06 7.60050387682572e-06 8.77458676177274e-06 1.00398870167773e-05 1.13923155873195e-05 1.28233798217043e-05 1.43186107577849e-05 1.5855990409685e-05 1.74054275300411e-05 1.8928443067346e-05 2.03795331841228e-05 2.17090001408229e-05 2.28663074174835e-05 2.38047978535579e-05 2.44860972450908e-05 2.48847276369973e-05 2.49917769873751e-05 2.4816891270989e-05 2.43886938694777e-05 2.37535274007325e-05 2.29713646643773e-05 2.21114050445939e-05 2.12455739619101e-05 2.04425465627487e-05 1.97609326285604e-05 1.92447681310971e-05 1.89193213303402e-05 1.87894152136721e-05 1.88387984105653e-05 1.90324518387219e-05 1.93199438257307e-05 1.96409870293124e-05 1.99306808149088e-05 2.01268505843083e-05 2.0176024086098e-05 2.00387786408045e-05 1.96933059576557e-05 1.91366703052014e-05 1.83847036637618e-05 1.74681263660116e-05 1.64283531949079e-05 1.53119364634455e-05 1.41641703139978e-05 1.3025001663797e-05 1.19249411504138e-05 1.08838049611368e-05 9.9107148329717e-06 9.0057756134702e-06 8.16280129707674e-06 7.37267014678555e-06 6.62584103538372e-06 5.91466009159058e-06 5.2349334133345e-06 4.58582222020118e-06 3.96994770098535e-06 3.39181830041401e-06 2.85709578628383e-06 2.37081284108073e-06 1.93695367177275e-06 1.5575103818439e-06 1.23237812374239e-06 9.59459946432415e-07 7.34981338049528e-07 5.53909616107797e-07 4.1089755546592e-07 2.99968845671854e-07 2.15566566480717e-07 1.52448340302998e-07 1.06105722411715e-07 7.27642009424212e-08 4.90686542378287e-08 3.26075886067622e-08 2.12840530134171e-08 1.37350292845204e-08 8.70234679858927e-09 5.45207269309208e-09 3.35512165728743e-09 1.99210348401441e-09 1.25817062148279e-09 7.33932862531625e-10 4.19390207160929e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0 0 0 0 0 0
2.0340425047305e-08 2.92524669494748e-08 4.26729535786245e-08 6.30133786259296e-08 9.37337113004676e-08 1.39237548777428e-07 2.05606049060645e-07 3.00283388327225e-07 4.32391303582918e-07 6.12309702454956e-07 8.51571815640266e-07 1.16223511159472e-06 1.55604251611884e-06 2.04389817459879e-06 2.63502867159212e-06 3.33656364062056e-06 4.15322122151468e-06 5.08751775551744e-06 6.139872632836e-06 7.30976161571141e-06 8.59550714331503e-06 9.99501226461105e-06 1.15054460957011e-05 1.31219856492029e-05 1.48370819013876e-05 1.66374192131776e-05 1.85028668546294e-05 2.04041723587935e-05 2.23025421315075e-05 2.4149641451396e-05 2.58897962684585e-05 2.74631386306227e-05 2.88099054333682e-05 2.98763098826267e-05 3.06197838723712e-05 3.10139058195507e-05 3.10528042612649e-05 3.07529402631448e-05 3.01531074193529e-05 2.93125445966506e-05 2.83062177945679e-05 2.72188438349514e-05 2.61375510333388e-05 2.51447495654371e-05 2.43104775958422e-05 2.36868443577939e-05 2.3303416860897e-05 2.31650180925339e-05 2.32515173227608e-05 2.35204512931028e-05 2.39105890333142e-05 2.43483275620385e-05 2.47551360629846e-05 2.50546855184493e-05 2.51809219708047e-05 2.50841476805023e-05 2.47358441134552e-05 2.4130139806763e-05 2.32832861309533e-05 2.2230302168324e-05 2.10191032500432e-05 1.9703685865283e-05 1.83379416556634e-05 1.69692617145937e-05 1.56341329900969e-05 1.43567752666365e-05 1.31486169273576e-05 1.20107064477783e-05 1.09370675174463e-05 9.91794931404523e-06 8.9436010152586e-06 8.00689298756466e-06 7.10457495685792e-06 6.23800994131166e-06 5.41202092830821e-06 4.63426178912826e-06 3.91280578525968e-06 3.25520194043134e-06 2.66711202243993e-06 2.15147176273557e-06 1.70849085642183e-06 1.33544326715219e-06 1.02740115999249e-06 7.78178529387103e-07 5.80226351607145e-07 4.25890755371923e-07 3.07832412056122e-07 2.19131383241585e-07 1.5360166337269e-07 1.06000874859925e-07 7.20302680798895e-08 4.82298738235068e-08 3.18736557442306e-08 2.06549677026757e-08 1.32107915255693e-08 8.38780414321858e-09 5.24237758951161e-09 3.14542655370697e-09 1.88725593222418e-09 1.15332306969255e-09 6.29085310741393e-10 4.19390207160929e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0 0 0 0 0
3.0720332674538e-08 4.29874962339952e-08 6.11261226937054e-08 8.82816386073755e-08 1.28752793598405e-07 1.88620745670628e-07 2.7553936610473e-07 3.99469172320785e-07 5.72048242567507e-07 8.07011606129417e-07 1.11935246291252e-06 1.52448340302998e-06 2.03771216904316e-06 2.67298348534018e-06 3.44172573506616e-06 4.35274611257149e-06 5.41107730034209e-06 6.61892109696557e-06 7.9753338744758e-06 9.47748474897446e-06 1.11212846659417e-05 1.29014912477881e-05 1.48119184889579e-05 1.68438640426526e-05 1.89849558977609e-05 2.12163214949606e-05 2.35109101658899e-05 2.58307670968006e-05 2.81271381761102e-05 3.0340469994402e-05 3.24035552709784e-05 3.42448879755185e-05 3.57950590287371e-05 3.69927326128369e-05 3.77909370246159e-05 3.81633555285748e-05 3.81079960212296e-05 3.76496025248027e-05 3.68391309494642e-05 3.57508133618816e-05 3.44764962174231e-05 3.3118510726636e-05 3.1781494746207e-05 3.05631661944045e-05 2.95463546371428e-05 2.87926055873228e-05 2.83363090419317e-05 2.81831267687662e-05 2.83089438309145e-05 2.86631188608619e-05 2.91729925052178e-05 2.97508073631338e-05 3.03024103331022e-05 3.0735850112203e-05 3.09706037806613e-05 3.09450209780245e-05 3.06220905185106e-05 2.99912227993888e-05 2.90683546485311e-05 2.7891336032134e-05 2.65137440491621e-05 2.49976484502754e-05 2.34048044434782e-05 2.17902569934604e-05 2.01968887489042e-05 1.86536376341038e-05 1.71749726112061e-05 1.57636197165578e-05 1.44141268774658e-05 1.31171626618206e-05 1.18636053326166e-05 1.0647793122057e-05 9.46867755462408e-06 8.33045253238932e-06 7.24171555459955e-06 6.21358046174453e-06 5.25779017962477e-06 4.38493431097109e-06 3.60256187951238e-06 2.91518132997562e-06 2.32289750991259e-06 1.8226698403214e-06 1.4083123156464e-06 1.07154197929617e-06 8.03027399161389e-07 5.92703210270183e-07 4.30923437857854e-07 3.08566344918653e-07 2.17663517516522e-07 1.51295017233305e-07 1.03589381168749e-07 6.99333170440849e-08 4.64474654430729e-08 3.04057900191673e-08 1.96064921847734e-08 1.24768586630376e-08 7.86356638426742e-09 4.82298738235068e-09 2.9357314501265e-09 1.78240838043395e-09 1.04847551790232e-09 6.29085310741393e-10 3.14542655370697e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0 0 0 0
4.61329227877022e-08 6.28036835223491e-08 8.70234679858927e-08 1.22566788042781e-07 1.75200259041478e-07 2.52368057159089e-07 3.64030699815686e-07 5.22874740777888e-07 7.43788532399907e-07 1.0443864633825e-06 1.44364594059971e-06 1.96148799889166e-06 2.6169948926842e-06 3.42778101067806e-06 4.40800077236494e-06 5.56803408537207e-06 6.91343786994433e-06 8.44536544915141e-06 1.0160985939095e-05 1.20548472670819e-05 1.41189810191762e-05 1.63444751534757e-05 1.87203206770424e-05 2.12332019507989e-05 2.38648755007337e-05 2.65898633717618e-05 2.93726222438264e-05 3.21656561759664e-05 3.49087826734542e-05 3.75301811633136e-05 3.99493287257696e-05 4.20827667095973e-05 4.3850286737677e-05 4.51825845782755e-05 4.60287043212227e-05 4.63627486212264e-05 4.61876532097367e-05 4.55380177788444e-05 4.44785332680041e-05 4.31002073521697e-05 4.15138638935835e-05 3.98417551376329e-05 3.82073915003267e-05 3.67258955935307e-05 3.54944610977545e-05 3.45852231286296e-05 3.40387576886989e-05 3.3861775021277e-05 3.4026700220243e-05 3.44748186565945e-05 3.5121308660933e-05 3.58633147849525e-05 3.6589803471307e-05 3.71915235710312e-05 3.75717007938226e-05 3.7654949749944e-05 3.73934599557792e-05 3.67704558030416e-05 3.57993577783605e-05 3.45197982563125e-05 3.29899676281412e-05 3.12787507353728e-05 2.94555566572925e-05 2.75829793823189e-05 2.57105069548972e-05 2.38723196769108e-05 2.20864513272678e-05 2.03580394360058e-05 1.86833094912604e-05 1.7054607621751e-05 1.54645944988521e-05 1.39103343911137e-05 1.23940290971233e-05 1.09242761161279e-05 9.51428623965283e-06 8.17978660046676e-06 6.93681887399355e-06 5.79964232727669e-06 4.77853202039162e-06 3.87914972113501e-06 3.10233420992118e-06 2.44420612733389e-06 1.89700675454067e-06 1.45056587901786e-06 1.0927211847578e-06 8.11100660649236e-07 5.93332295580924e-07 4.27673163752357e-07 3.03743357536303e-07 2.12630835030591e-07 1.46681724954535e-07 9.97100217525108e-08 6.68927380421682e-08 4.41408193036878e-08 2.88330767423139e-08 1.84531691150809e-08 1.1742925800506e-08 7.33932862531625e-09 4.50844472697999e-09 2.72603634654604e-09 1.67756082864372e-09 9.4362796611209e-10 5.24237758951161e-10 3.14542655370697e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0 0 0
6.88848415261826e-08 9.14270651610825e-08 1.23300720905313e-07 1.69433643693015e-07 2.36536076838764e-07 3.3425399510726e-07 4.75064257161542e-07 6.74589148218354e-07 9.51806075151728e-07 1.32873302383761e-06 1.82917038853239e-06 2.47786219145856e-06 3.29871367442429e-06 4.31342828065015e-06 5.53920100862976e-06 6.98798447926719e-06 8.66575500301448e-06 1.05724077323199e-05 1.27027002895938e-05 1.50470915476234e-05 1.7593419190401e-05 2.03275287984349e-05 2.32330641536458e-05 2.62908381540561e-05 2.9475792234788e-05 3.27546897219239e-05 3.60827607108495e-05 3.94018148103211e-05 4.26391926669481e-05 4.57095483735732e-05 4.85186239811371e-05 5.09695403517856e-05 5.29707655728057e-05 5.44449221509764e-05 5.53368602740559e-05 5.56215213771664e-05 5.53076078071064e-05 5.44404137062494e-05 5.30997280615077e-05 5.13950117169503e-05 4.94576386549704e-05 4.74311451739688e-05 4.54599063527607e-05 4.36782319051893e-05 4.21994620347398e-05 4.11075796303963e-05 4.04508145659823e-05 4.02379740358482e-05 4.04388619450782e-05 4.09866904031822e-05 4.17844754247541e-05 4.27136344287191e-05 4.36453097739271e-05 4.4451587447194e-05 4.50176593793095e-05 4.52522033526642e-05 4.50949320249789e-05 4.4520052898513e-05 4.35367925578242e-05 4.21840494446267e-05 4.0523473919373e-05 3.86289835060752e-05 3.65769072224368e-05 3.443707353795e-05 3.22655758928225e-05 3.0102046661631e-05 2.79693426106659e-05 2.58761660867257e-05 2.38216783093961e-05 2.18015805290537e-05 1.98118885387305e-05 1.78537556614961e-05 1.59345212259759e-05 1.40682348041098e-05 1.227376895522e-05 1.05727222749752e-05 8.98616912128543e-06 7.53245781571386e-06 6.2246943022343e-06 5.07053245212742e-06 4.07081104580756e-06 3.22102163854772e-06 2.51193764579038e-06 1.93076766621713e-06 1.46283304257732e-06 1.09251148965422e-06 8.04285569782871e-07 5.83686320816223e-07 4.17607798780495e-07 2.94621620530553e-07 2.04872116198114e-07 1.40495719398911e-07 9.49918819219504e-08 6.33279212813003e-08 4.16244780607222e-08 2.70506683618799e-08 1.72998460453883e-08 1.09041453861842e-08 6.81509086636509e-09 4.19390207160929e-09 2.51634124296557e-09 1.46786572506325e-09 8.38780414321858e-10 5.24237758951161e-10 3.14542655370697e-10 2.09695103580464e-10 1.04847551790232e-10 0 0 0
1.02121515443686e-07 1.32422457911063e-07 1.74151783523576e-07 2.33076107629686e-07 3.17688081924404e-07 4.39311242001073e-07 6.13463025524649e-07 8.59540229576324e-07 1.20081901065353e-06 1.66424518956636e-06 2.27928092836786e-06 3.0763320170772e-06 4.08454607509208e-06 5.33003014280824e-06 6.83364888303196e-06 8.60892762994418e-06 1.06620523891005e-05 1.29910310570169e-05 1.55873709819985e-05 1.8437127439657e-05 2.15224763461881e-05 2.48232869716482e-05 2.83169122448505e-05 3.19771402778475e-05 3.57714683295843e-05 3.96581670744482e-05 4.35827157855083e-05 4.74752859932725e-05 5.12503220954798e-05 5.48081140703778e-05 5.80398301592081e-05 6.08349610423839e-05 6.30900221862882e-05 6.47189337509013e-05 6.56625617170134e-05 6.58962669099538e-05 6.54351473771803e-05 6.4335715949108e-05 6.2693279050314e-05 6.06365894743968e-05 5.83189343420737e-05 5.59062873278287e-05 5.35656705816635e-05 5.14518390900207e-05 4.96958522926378e-05 4.83955329553354e-05 4.76080229938389e-05 4.73460089619152e-05 4.75774075087162e-05 4.82281962626782e-05 4.91896483125946e-05 5.03273490970704e-05 5.14938829582885e-05 5.25414148482247e-05 5.33359495956911e-05 5.37680263566187e-05 5.37622597412702e-05 5.32819531065192e-05 5.23289937082977e-05 5.09395539519736e-05 4.91759132833101e-05 4.7115658890632e-05 4.48405718643358e-05 4.24266666794693e-05 3.99369567146584e-05 3.74169458073802e-05 3.48951524917215e-05 3.23855214920705e-05 2.98923515580506e-05 2.74159572323171e-05 2.49582257708022e-05 2.25262868070278e-05 2.01339802178301e-05 1.78023803611189e-05 1.55573845821864e-05 1.34269871773607e-05 1.14379242723482e-05 9.61326232854281e-06 7.96914786892018e-06 6.51491232558966e-06 5.25202356427631e-06 4.17492466473526e-06 3.27250178647673e-06 2.52944718693935e-06 1.92804162987058e-06 1.44930770839638e-06 1.07437286319451e-06 7.85413010460629e-07 5.66281627219044e-07 4.02719446426282e-07 2.82459304522886e-07 1.95435836536993e-07 1.33366085877175e-07 8.97495043324388e-08 5.95534094168519e-08 3.90032892659664e-08 2.51634124296557e-08 1.60416754239055e-08 1.00653649718623e-08 6.1860055556237e-09 3.77451186444836e-09 2.30664613938511e-09 1.36301817327302e-09 7.33932862531625e-10 4.19390207160929e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0 0
1.50246541715403e-07 1.90822544258223e-07 2.45133576085563e-07 3.19785032960208e-07 4.24737432302231e-07 5.73935498499731e-07 7.85937248219581e-07 1.08380914285563e-06 1.49617456404661e-06 2.05543140529571e-06 2.79712298665981e-06 3.7579459512655e-06 4.9730242289625e-06 6.47339269508073e-06 8.28337598163551e-06 1.04185963738436e-05 1.28847156395016e-05 1.56778544191934e-05 1.87852213116005e-05 2.21874195196418e-05 2.5860543801509e-05 2.97773337937367e-05 3.39078030965129e-05 3.82181907981611e-05 4.26680257436904e-05 4.72067714131377e-05 5.17697368670486e-05 5.62754555576821e-05 6.06249513961481e-05 6.47043599412024e-05 6.83900659292845e-05 7.15573007737638e-05 7.40905224725676e-05 7.58948439913257e-05 7.69064131709979e-05 7.71011150746723e-05 7.64997095176035e-05 7.51698231706962e-05 7.32222798961927e-05 7.08055438274278e-05 6.8094395833236e-05 6.52787148299093e-05 6.25484845812917e-05 6.00804780597014e-05 5.80252563495093e-05 5.64959499590969e-05 5.55606049495763e-05 5.52372550998552e-05 5.54936073639823e-05 5.62496630599417e-05 5.73854765884853e-05 5.87512207981048e-05 6.01807123192129e-05 6.15055659836342e-05 6.2570817109823e-05 6.32472935139736e-05 6.34424148078552e-05 6.31054347764014e-05 6.22284898532279e-05 6.08418809808021e-05 5.90058955014033e-05 5.67993787739779e-05 5.43078864007866e-05 5.16128849295705e-05 4.87837834396146e-05 4.58729008592624e-05 4.29158853561225e-05 3.99336015930011e-05 3.69374779530434e-05 3.39354828501855e-05 3.09371574116402e-05 2.7957809379969e-05 2.50198761312549e-05 2.21526101324474e-05 1.93898771427748e-05 1.67668010920868e-05 1.4316513806749e-05 1.20662756502271e-05 1.00359028098092e-05 8.2361945833299e-06 6.66872368406593e-06 5.32719925890991e-06 4.19851536388806e-06 3.26463822009246e-06 2.50449346961328e-06 1.8956437363674e-06 1.41565164427172e-06 1.04302344520923e-06 7.58152646995169e-07 5.43739403584144e-07 3.84685667518362e-07 2.68514580134785e-07 1.8495108135797e-07 1.25607367044698e-07 8.41925840875565e-08 5.56740500006133e-08 3.62772529194203e-08 2.32761564974315e-08 1.47835048024227e-08 9.22658455754043e-09 5.66176779667254e-09 3.35512165728743e-09 1.99210348401441e-09 1.15332306969255e-09 6.29085310741393e-10 4.19390207160929e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10 0
2.18502297930844e-07 2.72708482206394e-07 3.42746646802269e-07 4.36375510550946e-07 5.65128304149352e-07 7.45361245676761e-07 9.98777778353752e-07 1.35305765585295e-06 1.84185694229901e-06 2.50396923185433e-06 3.38164808789036e-06 4.51819554929648e-06 5.9552360941334e-06 7.72925667042413e-06 9.86825157449666e-06 1.23896254999482e-05 1.52987256719199e-05 1.85886321519938e-05 2.22421499416763e-05 2.62335913907786e-05 3.05315022337638e-05 3.51010730834375e-05 3.99043491260516e-05 4.48996010359937e-05 5.00379698541294e-05 5.52602167136973e-05 6.04915853102709e-05 6.56393904080677e-05 7.05919693644311e-05 7.52213033186252e-05 7.93896225875977e-05 8.29581090127783e-05 8.57991631236382e-05 8.78087761488016e-05 8.89178535516386e-05 8.91020707001341e-05 8.83871152444765e-05 8.68501549827835e-05 8.46171118247551e-05 8.18545885301861e-05 7.87591742586831e-05 7.55436046928284e-05 7.24218736858261e-05 6.95935061287327e-05 6.72295083785184e-05 6.54604156371618e-05 6.43668556719897e-05 6.39740967429835e-05 6.42515233650204e-05 6.51147332589094e-05 6.64337154604305e-05 6.80438593132731e-05 6.97604234311828e-05 7.13940531356264e-05 7.27679754542856e-05 7.37316293027896e-05 7.41729326482747e-05 7.40248879051469e-05 7.32665255630482e-05 7.19194442176472e-05 7.00387936811858e-05 6.77023708370923e-05 6.49975136960079e-05 6.2009987555297e-05 5.88154923473522e-05 5.54742105669011e-05 5.20300733381438e-05 4.85135912986512e-05 4.49458388063332e-05 4.1345164182753e-05 3.77315933103027e-05 3.41307089916189e-05 3.05753285104121e-05 2.71041406132929e-05 2.37599231013917e-05 2.05851392331835e-05 1.76190019930378e-05 1.48933850366989e-05 1.24307257402499e-05 1.02432912672503e-05 8.3327591785287e-06 6.69168529790799e-06 5.30465703527501e-06 4.15101942292708e-06 3.20644782884888e-06 2.44483521264463e-06 1.83996968636679e-06 1.36668783758568e-06 1.00202805245925e-06 7.24915973077665e-07 5.17632363188376e-07 3.64764632678218e-07 2.53521380228781e-07 1.73837240868205e-07 1.17638953108641e-07 7.84259687390937e-08 5.15849954807942e-08 3.34463690210841e-08 2.12840530134171e-08 1.34204866291497e-08 8.28295659142835e-09 5.03268248593115e-09 3.04057900191673e-09 1.78240838043395e-09 1.04847551790232e-09 5.24237758951161e-10 3.14542655370697e-10 2.09695103580464e-10 1.04847551790232e-10 0
3.14123265163536e-07 3.86153533243425e-07 4.76217580231235e-07 5.92808057821973e-07 7.49135757541209e-07 9.63863543607605e-07 1.26225967600261e-06 1.67651235312581e-06 2.24593940689856e-06 3.01573013214245e-06 4.03547742085425e-06 5.35571779299685e-06 7.02478596994556e-06 9.08472581996825e-06 1.15676206939127e-05 1.44924479986531e-05 1.78637161789162e-05 2.16713598697303e-05 2.58927319999086e-05 3.04952249808444e-05 3.54393112855128e-05 4.06816888750244e-05 4.61762248265915e-05 5.18729068580102e-05 5.77149075962102e-05 6.36343906751831e-05 6.95476877486004e-05 7.53517336730523e-05 8.09232277276334e-05 8.61217790404967e-05 9.07958828993053e-05 9.47939297441704e-05 9.79764723312111e-05 0.000100230380152046 0.000101480896902248 0.000101702125236525 0.000100923003079172 9.92289811848972e-05 9.67582486269604e-05 9.36939740783391e-05 9.02527725810319e-05 8.66692929559453e-05 8.31805955176771e-05 8.0009271618678e-05 7.73478213640347e-05 7.53452331248413e-05 7.40964987830196e-05 7.36365325733159e-05 7.3937864437161e-05 7.49136806016727e-05 7.64254774509361e-05 7.82949092993559e-05 8.03190961342181e-05 8.22880283092869e-05 8.40022857810572e-05 8.52888700890751e-05 8.60145199950153e-05 8.60930508113062e-05 8.54881852850284e-05 8.42094645433947e-05 8.23042796798144e-05 7.98464433707478e-05 7.69232936268361e-05 7.36240557146528e-05 7.00305107245944e-05 6.62116483457388e-05 6.22219893050169e-05 5.81037871658001e-05 5.3891327077524e-05 4.96161681532773e-05 4.53115470669775e-05 4.10158380225799e-05 3.67738109246989e-05 3.26347441226759e-05 2.86504323070953e-05 2.48707829126092e-05 2.13404609962803e-05 1.80951147257172e-05 1.51595929706943e-05 1.25467919800817e-05 1.02580747720527e-05 8.28431960960162e-06 6.60833149423476e-06 5.20651972679935e-06 4.05120455362278e-06 3.11302866020378e-06 2.36211049428214e-06 1.76972182666733e-06 1.30891683654926e-06 9.55685434567967e-07 6.88743567710035e-07 4.89847761963965e-07 3.43795122320171e-07 2.38003942563827e-07 1.6240885772307e-07 1.09355996517212e-07 7.24496582870505e-08 4.7391093409185e-08 3.04057900191673e-08 1.92919495294027e-08 1.19526209040865e-08 7.33932862531625e-09 4.40359717518975e-09 2.6211887947558e-09 1.46786572506325e-09 8.38780414321858e-10 4.19390207160929e-10 2.09695103580464e-10 1.04847551790232e-10 1.04847551790232e-10
