5.20746891293917e-07 6.76857286064541e-07 8.80457574389982e-07 1.15137731288755e-06 1.51033017853327e-06 1.9699464621662e-06 2.52605816780944e-06 3.14999453525838e-06 3.78807682844704e-06 4.37109105357746e-06 4.83159145756913e-06 5.12650874866088e-06 5.25369577741008e-06 5.25912680247087e-06 5.22679325792291e-06 5.25647444139467e-06 5.43456154222524e-06 5.80854445396943e-06 6.37248693993289e-06 7.06892117679795e-06 7.80349889199694e-06 8.46911521921472e-06 8.97066406843329e-06 9.24373095637349e-06 9.26431833044114e-06 9.04758253964309e-06 8.6405082659006e-06 8.10965714193544e-06 7.53118982150708e-06 6.98278259327565e-06 6.53844896155797e-06 6.26437165035064e-06 6.21284006372733e-06 6.41479841424369e-06 6.87150973098364e-06 7.54912483449853e-06 8.37918754844071e-06 9.26823372060124e-06 1.01144632068174e-05 1.08284535479487e-05 1.13509686799601e-05 1.16643261956769e-05 1.17920184360597e-05 1.17889871662583e-05 1.17255831062463e-05 1.16683678887454e-05 1.16664733451195e-05 1.17428866046958e-05 1.1893692277314e-05 1.20937560842045e-05 1.23073343022928e-05 1.24994410259547e-05 1.26454471880541e-05 1.2736637887912e-05 1.27790756651312e-05 1.27857697192759e-05 1.27646771335747e-05 1.27077145218906e-05 1.25840639745763e-05 1.23433306311841e-05 1.19280466683962e-05 1.1292364130467e-05 1.04192321247636e-05 9.33176408352165e-06 8.09121691731043e-06 6.78562375327812e-06 5.51084849889308e-06 4.35151410277694e-06 3.36774074932355e-06 2.59009374236341e-06 2.02097283715595e-06 1.64168520325936e-06 1.42052881066764e-06 1.320370604314e-06 1.30268819713933e-06 1.33135895734397e-06 1.37392303747156e-06 1.40322531221815e-06 1.39880471042448e-06 1.34916766742702e-06 1.25204073087475e-06 1.11500207527109e-06 9.52450232172551e-07 7.82193911662195e-07 6.21031400555952e-07 4.81592989692871e-07 3.69814915767303e-07 2.85697178779248e-07 2.25071782751822e-07 1.81244673540328e-07 1.47900705725243e-07 1.20492974604511e-07 9.63691191019303e-08 7.46450188587691e-08 5.53206738750268e-08 3.90275986926559e-08 2.61447020368278e-08 1.65456809991519e-08 9.85162685445683e-09 5.55732796918078e-09
7.8623560473069e-07 9.97792976284731e-07 1.26126084318726e-06 1.59937372894855e-06 2.03739221524671e-06 2.59211458889766e-06 3.26088848882521e-06 4.01201188502335e-06 4.78359635238075e-06 5.49518693825267e-06 6.06834953652863e-06 6.45420492166152e-06 6.6546476372772e-06 6.72979786776953e-06 6.78562375327812e-06 6.94539693239207e-06 7.31369621325869e-06 7.94306360576841e-06 8.81796385218921e-06 9.85579485043372e-06 1.0928485451394e-05 1.18929344598636e-05 1.26235967849025e-05 1.30369862040645e-05 1.31030426251528e-05 1.28439953600439e-05 1.2322616954208e-05 1.16280772609688e-05 1.08617975157638e-05 1.012759870929e-05 9.52538644208424e-06 9.1455935965541e-06 9.06134955665765e-06 9.31812336941548e-06 9.92197757443033e-06 1.08319900293837e-05 1.19611380303945e-05 1.31877918766828e-05 1.43785756969881e-05 1.541425954579e-05 1.62147673791688e-05 1.67524388601871e-05 1.70534186908816e-05 1.71840158981573e-05 1.7230495368445e-05 1.72749539921984e-05 1.73768804392696e-05 1.75621668058784e-05 1.78229823117047e-05 1.8124214748216e-05 1.84171111927735e-05 1.86534239343721e-05 1.87975355528456e-05 1.88334055788285e-05 1.87635600704886e-05 1.86005030157565e-05 1.83540860414866e-05 1.80182466080764e-05 1.75654506814965e-05 1.69498503060014e-05 1.6121682135685e-05 1.50465917794653e-05 1.37228109966248e-05 1.21905041120316e-05 1.05279789288878e-05 8.83728819717295e-06 7.22440005702662e-06 5.7797473908564e-06 4.56559753249879e-06 3.61112645379199e-06 2.91532373146888e-06 2.45419181293527e-06 2.18895570531527e-06 2.07313593832121e-06 2.05823219513114e-06 2.0971334909154e-06 2.14714944263803e-06 2.17203111559095e-06 2.14500229319539e-06 2.05166444389483e-06 1.89138605314732e-06 1.67641850306674e-06 1.42861219680463e-06 1.17436444221461e-06 9.37546488982475e-07 7.35335532649329e-07 5.75309747718601e-07 4.55953499289605e-07 3.69562309950522e-07 3.06031947030114e-07 2.55637086582316e-07 2.11936280279212e-07 1.71393046685871e-07 1.3362847707712e-07 9.95266918116921e-08 7.0350719973493e-08 4.72372877380366e-08 2.99337892885419e-08 1.79350129914471e-08 1.01042326712378e-08
1.15150361579594e-06 1.43139086078922e-06 1.76243078368065e-06 2.16963136033153e-06 2.68166335094651e-06 3.32050346158552e-06 4.08653060097373e-06 4.94791643619675e-06 5.83835194034958e-06 6.66942507755889e-06 7.35575508175271e-06 7.84606297212452e-06 8.14830583190293e-06 8.33763389158024e-06 8.5423709060812e-06 8.90789152296323e-06 9.55393089938049e-06 1.05349255888493e-05 1.18198050759056e-05 1.32961597720818e-05 1.4796133112127e-05 1.61358280614248e-05 1.71563555612198e-05 1.77532631062732e-05 1.7891312185144e-05 1.76008154958459e-05 1.69636173230159e-05 1.60941481016559e-05 1.51223735244996e-05 1.41819220686242e-05 1.3402633123855e-05 1.29034840298958e-05 1.27823595407494e-05 1.3102790019336e-05 1.38784161797619e-05 1.50623796430142e-05 1.65485859660448e-05 1.81862294762357e-05 1.9807201002519e-05 2.1260189660643e-05 2.24407429453688e-05 2.33089491376449e-05 2.38904477278746e-05 2.42610204610923e-05 2.45201940291095e-05 2.47626956132192e-05 2.50554657548683e-05 2.54249017619105e-05 2.58563524969723e-05 2.63027069752242e-05 2.67006874395626e-05 2.69875213445174e-05 2.71163503110757e-05 2.70639346040936e-05 2.68297690119377e-05 2.64271153399888e-05 2.58680986674526e-05 2.51501929361612e-05 2.42505373196958e-05 2.3130104219364e-05 2.17502449451981e-05 2.00921403638479e-05 1.81742306999386e-05 1.6058909590215e-05 1.38457037264887e-05 1.16540956600973e-05 9.60205230747726e-06 7.786700605181e-06 6.27220243067085e-06 5.08596551506754e-06 4.22268513621866e-06 3.65116447575177e-06 3.32239800521137e-06 3.17816008382945e-06 3.15618337776951e-06 3.19521097646217e-06 3.23929069149044e-06 3.24169044674986e-06 3.16868736570017e-06 3.00373576734221e-06 2.74898280111863e-06 2.42413172073833e-06 2.06113716202412e-06 1.6967532713176e-06 1.36369250189193e-06 1.08393155980703e-06 8.65680134108297e-07 7.04643925910445e-07 5.87940038557648e-07 4.99780608501099e-07 4.26398618726234e-07 3.58573956920551e-07 2.92770141649115e-07 2.29492384545488e-07 1.71519349594261e-07 1.21629700780025e-07 8.17179817286355e-08 5.17841924400936e-08 3.10705154640562e-08 1.75561042662756e-08
1.63511745202305e-06 1.99697528456176e-06 2.40291283212873e-06 2.87743285895174e-06 3.45249000085356e-06 4.15486047441297e-06 4.99073312214112e-06 5.93206869837531e-06 6.91331599366089e-06 7.84454733722384e-06 8.6391189339083e-06 9.24777264944199e-06 9.68680155900727e-06 1.00467648479201e-05 1.0475310616089e-05 1.11361274327879e-05 1.21590546878424e-05 1.35944872417001e-05 1.53910198106462e-05 1.74008779918638e-05 1.94127570196156e-05 2.11995642646156e-05 2.2567298459576e-05 2.33911723310071e-05 2.36312741598574e-05 2.33278945739034e-05 2.2584096746392e-05 2.15413399347202e-05 2.03604077412693e-05 1.92072621876643e-05 1.82442025111869e-05 1.76219080815471e-05 1.74664292013184e-05 1.78622625162141e-05 1.88334055788285e-05 2.03297161345304e-05 2.22275436360056e-05 2.43476642562481e-05 2.64877407360163e-05 2.84634971319684e-05 3.01444625397372e-05 3.1475442588356e-05 3.24780350751596e-05 3.32320634382507e-05 3.38446325439445e-05 3.44172899305869e-05 3.50191232890675e-05 3.56719830225379e-05 3.63511137609534e-05 3.69952585937448e-05 3.75258571118932e-05 3.78663697529139e-05 3.79594549963977e-05 3.77764420821399e-05 3.73163205868734e-05 3.65946257683303e-05 3.5628029610418e-05 3.44190581713044e-05 3.29501553467232e-05 3.11908821357523e-05 2.91149675334465e-05 2.67222852368974e-05 2.40553993262326e-05 2.12033533518673e-05 1.82915661018334e-05 1.54617494393448e-05 1.28472792356621e-05 1.05543762367414e-05 8.65035989275505e-06 7.16124860283139e-06 6.07605401394045e-06 5.35385398376373e-06 4.9326337842815e-06 4.73762209372661e-06 4.68861656527111e-06 4.70642527535417e-06 4.71943447491839e-06 4.66866070574542e-06 4.51419224878387e-06 4.23872560558425e-06 3.84971264774159e-06 3.37696086163606e-06 2.86543408265464e-06 2.36426414216125e-06 1.91576251446668e-06 1.54620020451616e-06 1.2632816897215e-06 1.05715534322825e-06 9.07107488060372e-07 7.90024691982404e-07 6.86203701285436e-07 5.84277254214325e-07 4.80835172242528e-07 3.78782422263026e-07 2.83928938061782e-07 2.01705744699584e-07 1.35523020702977e-07 8.60122806139116e-08 5.15315866233127e-08 2.91759718381991e-08
2.25109673624339e-06 2.7095762937008e-06 3.19723182299641e-06 3.73553481855661e-06 4.35795555110485e-06 5.0970801710059e-06 5.96705460399947e-06 6.94868080801022e-06 7.98411205099531e-06 8.98998841341703e-06 9.88572863972226e-06 1.0629273861417e-05 1.12475265979883e-05 1.18446867488585e-05 1.25828009454924e-05 1.36371776247361e-05 1.51398033258575e-05 1.71304634649997e-05 1.95317343593194e-05 2.21574455218489e-05 2.47514546543725e-05 2.7043347230026e-05 2.88052728020731e-05 2.98936249636738e-05 3.02658396347005e-05 2.99742062192269e-05 2.91435119907427e-05 2.794388696685e-05 2.65676904770274e-05 2.521384960199e-05 2.40783864555596e-05 2.33444402549026e-05 2.31682476976979e-05 2.36572925589858e-05 2.48482026821996e-05 2.66909621156165e-05 2.90484059007247e-05 3.17168074462902e-05 3.44633904921494e-05 3.70726822765882e-05 3.93884461019275e-05 4.13375525842093e-05 4.2932126802639e-05 4.42482031080677e-05 4.53914970348183e-05 4.6460777457252e-05 4.75184380121138e-05 4.85755933553421e-05 4.95930895853357e-05 5.04940082308849e-05 5.11842536252389e-05 5.15755400354326e-05 5.16034529781869e-05 5.12371745438545e-05 5.04791044876949e-05 4.93509669099512e-05 4.78766330603092e-05 4.6065196748173e-05 4.39059222263295e-05 4.13763275770851e-05 3.84627720863337e-05 3.51849590077842e-05 3.16114708206926e-05 2.78621689851214e-05 2.40935428045665e-05 2.04739540559123e-05 1.71578711961205e-05 1.4264018959078e-05 1.18655267287429e-05 9.98790769261016e-06 8.61335314059665e-06 7.68831063954483e-06 7.13333566007709e-06 6.85231168890829e-06 6.74230185570019e-06 6.7023901366488e-06 6.64290146679689e-06 6.49285361162901e-06 6.20703012994137e-06 5.7704009756355e-06 5.1991329209854e-06 4.53642156066059e-06 3.84238707905495e-06 3.18030723327209e-06 2.60171360993534e-06 2.13653999833323e-06 1.7883228799007e-06 1.53862203001273e-06 1.35598802448011e-06 1.20682428967096e-06 1.06485982064007e-06 9.16074994556095e-07 7.58827873609957e-07 6.00191420671524e-07 4.51027685862376e-07 3.2093569022019e-07 2.15851670439317e-07 1.37164958512053e-07 8.22231933621974e-08 4.64794702876938e-08
3.00550400805968e-06 3.57550903362588e-06 4.15170290170321e-06 4.75012608165727e-06 5.40424884421153e-06 6.1522146676999e-06 7.01903152798371e-06 7.99964730872734e-06 9.05225574725354e-06 1.01086532730314e-05 1.11024045562477e-05 1.20044599279724e-05 1.2853089169448e-05 1.37625964127678e-05 1.49024801609918e-05 1.64496907887751e-05 1.8529520781241e-05 2.11633153299075e-05 2.42435906597344e-05 2.75446434734277e-05 3.07665043635603e-05 3.35988470842166e-05 3.57841400051886e-05 3.71631151589958e-05 3.7693334768419e-05 3.74403500429129e-05 3.65516827794775e-05 3.52255022413775e-05 3.36853645764641e-05 3.21624041070918e-05 3.08853554003557e-05 3.00694386121533e-05 2.98998138061849e-05 3.05078360071766e-05 3.1944784195935e-05 3.41645578108976e-05 3.7022792627774e-05 4.02980796481557e-05 4.37342765738269e-05 4.70900185468533e-05 5.01849450140535e-05 5.29254655203099e-05 5.53067805551039e-05 5.73910311493635e-05 5.92699132145801e-05 6.10265340644748e-05 6.27059838373429e-05 6.43004317528642e-05 6.57516521702708e-05 6.69655494228116e-05 6.78348923412632e-05 6.82626802919818e-05 6.81823516422454e-05 6.75672564783838e-05 6.64282568505185e-05 6.47988230293731e-05 6.27138146176631e-05 6.01912929312886e-05 5.72270899742726e-05 5.38057967917915e-05 4.99250136285859e-05 4.56227576600812e-05 4.09946401879291e-05 3.61937403370989e-05 3.14117859225272e-05 2.68501037801885e-05 2.26888018574477e-05 1.90646662040914e-05 1.60596674076653e-05 1.3699571261481e-05 1.19583593664099e-05 1.07673229402878e-05 1.00246618389518e-05 9.60748333253805e-06 9.38556912249599e-06 9.2329952091603e-06 9.04139369713195e-06 8.72866769595715e-06 8.24745361498945e-06 7.58865764482474e-06 6.78120315148446e-06 5.88508401645405e-06 4.97785022548529e-06 4.13705176432992e-06 3.42255621156502e-06 2.86417105357074e-06 2.45835980891215e-06 2.17367305340003e-06 1.96337871092989e-06 1.78124991703083e-06 1.59280597771225e-06 1.38200642360855e-06 1.15087210125398e-06 9.13296330571505e-07 6.87719336186121e-07 4.90055284555032e-07 3.30029499624304e-07 2.09789130836574e-07 1.25923999665301e-07 7.12348403322264e-08
3.89316084822792e-06 4.58921617636781e-06 5.26190546645546e-06 5.91956471044465e-06 6.59351702961621e-06 7.3280947448152e-06 8.16156763728393e-06 9.10858684439569e-06 1.01507121415255e-05 1.12441164194618e-05 1.23443410544512e-05 1.34393872701966e-05 1.45791447155122e-05 1.58822118213767e-05 1.75161925472243e-05 1.96489434583058e-05 2.23884535412951e-05 2.57309337089406e-05 2.95359351271119e-05 3.35393584143647e-05 3.74028380791209e-05 4.07821986960164e-05 4.33961636880656e-05 4.50756134609337e-05 4.57808889013861e-05 4.55923186591591e-05 4.46796538431296e-05 4.32687240534996e-05 4.16118825012334e-05 3.99707025096076e-05 3.86037261320975e-05 3.77549705877135e-05 3.76359932480097e-05 3.83997469350469e-05 4.01139300077224e-05 4.2740651593519e-05 4.61356737710549e-05 5.00700093674181e-05 5.42737490673782e-05 5.8487087788376e-05 6.25083197857118e-05 6.62206148691246e-05 6.95940392493257e-05 7.26635788319394e-05 7.54923850711608e-05 7.81335051885139e-05 8.06019692300973e-05 8.28629175931952e-05 8.48346322960788e-05 8.64059667793647e-05 8.74588278237077e-05 8.78933098285709e-05 8.76468928543011e-05 8.6704294248983e-05 8.50922902291954e-05 8.28620334728364e-05 8.00642977490791e-05 7.67282590297615e-05 7.285656967596e-05 6.84387465462781e-05 6.34804732715933e-05 5.803555489088e-05 5.22256211049183e-05 4.62379791268512e-05 4.03035106732165e-05 3.46608019379637e-05 2.9521410292647e-05 2.50447300076551e-05 2.13244778410138e-05 1.83876826151185e-05 1.61991058185284e-05 1.46708406270037e-05 1.36741843768945e-05 1.30555527315979e-05 1.26528990596491e-05 1.23142809622543e-05 1.1912764016481e-05 1.13584205515552e-05 1.06059078233647e-05 9.6572466784439e-06 8.5582850725384e-06 7.38872014084263e-06 6.24454209373334e-06 5.21668902525168e-06 4.3705858419439e-06 3.73237724584684e-06 3.28577016177814e-06 2.9813801525571e-06 2.75352970582069e-06 2.53957257900723e-06 2.29631317744718e-06 2.00670060850782e-06 1.67843934960099e-06 1.33565325622924e-06 1.0075183002308e-06 7.18916154558568e-07 4.84624259494242e-07 3.08431702289533e-07 1.85160063700432e-07 1.04957716872482e-07
4.89436400303919e-06 5.72947883331699e-06 6.50763105191069e-06 7.22755762973638e-06 7.9179293269987e-06 8.62888839832867e-06 9.4146187914258e-06 1.03137691962576e-05 1.13383383891211e-05 1.24759486849941e-05 1.37100544028774e-05 1.50486126259996e-05 1.65501016009455e-05 1.8331225215068e-05 2.05464519253285e-05 2.33430509229103e-05 2.68023612808169e-05 3.08893970934242e-05 3.54303655587869e-05 4.01275707218285e-05 4.46115765755071e-05 4.8513452324414e-05 5.15368913454651e-05 5.35082271396236e-05 5.43947472536163e-05 5.42920629890948e-05 5.33919021609959e-05 5.19452286482915e-05 5.02314244843412e-05 4.85388392090004e-05 4.71515280632395e-05 4.63373795157545e-05 4.63290435238007e-05 4.72984183456976e-05 4.93288639009828e-05 5.23949933050699e-05 5.63614098401643e-05 6.10030417235142e-05 6.60472009759045e-05 7.12243571908299e-05 7.6314364398966e-05 8.11738687992894e-05 8.57385822114294e-05 9.00021894899666e-05 9.39831308595259e-05 9.76897423120611e-05 0.00010109550023681 0.000104130306519616 0.00010668667738544 0.00010863666798808 0.000109855869962773 0.000110247535281692 0.00010976114278148 0.000108400607852298 0.000106217083172044 0.000103286097879935 9.96791394221194e-05 9.54390244845429e-05 9.05744679678838e-05 8.50770075772802e-05 7.89564949395863e-05 7.22789864758904e-05 6.51897305308416e-05 5.79107676173903e-05 5.0713648988576e-05 4.3878261889392e-05 3.76519074144669e-05 3.22198719304095e-05 2.76897655151684e-05 2.40898800202232e-05 2.13738622781944e-05 1.94315761529658e-05 1.81040062828735e-05 1.72028350315075e-05 1.6533429617038e-05 1.59178292415428e-05 1.52134379214492e-05 1.43272967161816e-05 1.32216410561314e-05 1.19147848630152e-05 1.04734160724631e-05 8.99870331409598e-06 7.60469811419033e-06 6.39320061690892e-06 5.43127766660709e-06 4.73610645882593e-06 4.27358520830002e-06 3.97096343979645e-06 3.73881869417476e-06 3.49619080715666e-06 3.19015886012655e-06 2.80379826336009e-06 2.35352839494806e-06 1.8771138244992e-06 1.41812905540822e-06 1.01307562819998e-06 6.83677643117626e-07 4.35492428130348e-07 2.61825929093449e-07 1.48532220267195e-07
5.97640101922037e-06 6.96055328139892e-06 7.85389375244473e-06 8.64505517060265e-06 9.35955072336755e-06 1.00540904166068e-05 1.08000353935609e-05 1.16640735898601e-05 1.26925581728837e-05 1.39096129981343e-05 1.53292576884432e-05 1.6979152580748e-05 1.89225754321522e-05 2.12649891711619e-05 2.41376225195948e-05 2.76559163357198e-05 3.18664763927329e-05 3.67003413026531e-05 4.19522688393457e-05 4.72981657398808e-05 5.23478823202403e-05 5.67190996767262e-05 6.01098275553768e-05 6.23485466065979e-05 6.34125223068792e-05 6.34132801243296e-05 6.25628826421365e-05 6.11351545656906e-05 5.94336017838542e-05 5.77688031483594e-05 5.6445401274244e-05 5.57484618257454e-05 5.5925285897492e-05 5.71616650677264e-05 5.95557366962678e-05 6.30985332766205e-05 6.76719615894395e-05 7.30662325038882e-05 7.90174992443389e-05 8.52543368606604e-05 9.15408115199794e-05 9.77024989058085e-05 0.000103630273305299 0.00010926287780788 0.000114559642877051 0.000119470931469815 0.000123919572509144 0.000127795556161831 0.000130964496133348 0.000133284301651756 0.000134629048717389 0.000134911588323458 0.000134100976257408 0.000132229040852153 0.000129378257906872 0.000125655984893696 0.000121158085720095 0.000115942786026835 0.000110023221316391 0.000103389918870632 9.60522251047786e-05 8.80846587347825e-05 7.96530554793597e-05 7.10133050309094e-05 6.2479270116782e-05 5.4374286182457e-05 4.69836714979886e-05 4.05201201611061e-05 3.51060196900402e-05 3.07695356333617e-05 2.74511793212188e-05 2.50155540358169e-05 2.32711845680361e-05 2.19942621642084e-05 2.09585783154066e-05 1.99633113972897e-05 1.88556348907052e-05 1.75451159132457e-05 1.60078832152252e-05 1.4282459183703e-05 1.24594030039949e-05 1.06611021943314e-05 9.01764875035455e-06 7.63804208200542e-06 6.585686249296e-06 5.86348621911928e-06 5.41422677397437e-06 5.13699189005729e-06 4.9154565887404e-06 4.64807333167777e-06 4.27156436176577e-06 3.77102593581433e-06 3.17449729948613e-06 2.53666761211424e-06 1.91917269299323e-06 1.37266000838765e-06 9.27315953402847e-07 5.91350217084191e-07 3.55921595844351e-07 2.02084653424756e-07
7.09405545556765e-06 8.23368659797489e-06 9.25181434251048e-06 1.01284828296487e-05 1.08869317945335e-05 1.1590944205902e-05 1.2330700340345e-05 1.32019378024225e-05 1.42877639058554e-05 1.56494355612131e-05 1.73312850893406e-05 1.93771395994495e-05 2.18478770933839e-05 2.4829257245941e-05 2.84187859023982e-05 3.26917395961563e-05 3.76544334726347e-05 4.32034254498617e-05 4.91075812054827e-05 5.50257565839351e-05 6.05594659092468e-05 6.53251272486362e-05 6.90247920412099e-05 7.14962873525946e-05 7.2729130041394e-05 7.28503808334489e-05 7.20901636278466e-05 7.07421326865951e-05 6.9129623455174e-05 6.75816550099403e-05 6.64170158916718e-05 6.59307496943685e-05 6.63779882929791e-05 6.79529855606083e-05 7.07666354508229e-05 7.48300526195611e-05 8.00495203087974e-05 8.624076257519e-05 9.31583728677361e-05 0.000100535094232282 0.000108119457578221 0.000115700410745634 0.000123113886256521 0.000130231939264683 0.000136943044302011 0.000143131760510236 0.000148665848744272 0.000153395261148954 0.000157160350848074 0.000159809175442839 0.000161218968506293 0.000161317737380654 0.000160100303646679 0.000157632723725454 0.000154035995803219 0.000149453221075179 0.000144008681603191 0.000137775380468304 0.000130769358139885 0.000122975458268925 0.000114398732971762 0.00010511723744578 9.53156265430454e-05 8.52825024092314e-05 7.53739129430905e-05 6.59576522138556e-05 5.73583186960903e-05 4.98156353099197e-05 4.34649987731384e-05 3.83324274848748e-05 3.43421397000946e-05 3.1332467696058e-05 2.90784659929216e-05 2.7323487080836e-05 2.58136621139363e-05 2.43316237868825e-05 2.2721261704904e-05 2.09009841891805e-05 1.88657391233764e-05 1.66780464471451e-05 1.44515787780378e-05 1.23280479792688e-05 1.04492922169605e-05 8.92633174758823e-06 7.81410833630174e-06 7.0960763021019e-06 6.68773899927551e-06 6.4571098885545e-06 6.25868801947307e-06 5.96907545053372e-06 5.51526910068675e-06 4.88539649654347e-06 4.12164280950628e-06 3.29890566425074e-06 2.49915564832227e-06 1.7895859089846e-06 1.2103607711059e-06 7.728474964413e-07 4.65678823235671e-07 2.6485719889482e-07
