0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.67624916592688e-09 5.35249833185375e-09 8.02874749778063e-09 1.33812458296344e-08 1.33812458296344e-08 1.07049966637075e-08 8.02874749778063e-09 5.35249833185375e-09 2.67624916592688e-09 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.67624916592688e-09 8.02874749778063e-09 2.40862424933419e-08 6.95824783140988e-08 1.49869953291905e-07 2.5691991992898e-07 3.50588640736421e-07 3.77351132395689e-07 3.23826149077152e-07 2.16776182440077e-07 1.15078714134856e-07 4.81724849866838e-08 1.60574949955613e-08 5.35249833185375e-09 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.35249833185375e-09 2.40862424933419e-08 9.90212191392944e-08 3.4255989323864e-07 9.3401095890848e-07 2.02324436944072e-06 3.48180016487087e-06 4.74498977118835e-06 5.12234090358404e-06 4.37299113712451e-06 2.94655033168549e-06 1.56560576206722e-06 6.55681045652084e-07 2.16776182440077e-07 5.62012324844644e-08 1.07049966637075e-08 2.67624916592688e-09 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 2.67624916592688e-09 2.94387408251956e-08 1.57898700789686e-07 6.74414789813573e-07 2.29889803353119e-06 6.25707054993703e-06 1.35525257762537e-05 2.33101302352231e-05 3.17884875928794e-05 3.43228955530122e-05 2.92995758685674e-05 1.97507188445403e-05 1.04989254779311e-05 4.39707737961786e-06 1.45052704793237e-06 3.77351132395689e-07 7.76112258118794e-08 1.60574949955613e-08 5.35249833185375e-09 5.35249833185375e-09 5.35249833185375e-09 5.35249833185375e-09 2.67624916592688e-09 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 2.67624916592688e-09 8.02874749778063e-09 3.47912391570494e-08 1.55222451623759e-07 6.3427105232467e-07 2.45144423598902e-06 8.0956537269288e-06 2.18221356989677e-05 4.71474815561338e-05 8.10742922325888e-05 0.00011061473052609 0.000119502554006133 0.000102074819437617 6.88438335443029e-05 3.66191173373774e-05 1.53482889665906e-05 5.07149216943143e-06 1.33544833379751e-06 3.21149899911225e-07 1.41841205794124e-07 1.49869953291905e-07 1.76632444951174e-07 1.68603697453393e-07 1.2845995996449e-07 8.29637241437331e-08 4.54962358207569e-08 2.1409993327415e-08 8.02874749778063e-09 2.67624916592688e-09
0 0 0 0 0 2.67624916592688e-09 2.67624916592688e-09 5.35249833185375e-09 5.35249833185375e-09 8.02874749778063e-09 1.33812458296344e-08 4.281998665483e-08 1.39164956628198e-07 4.01437374889031e-07 1.03838467637963e-06 2.54778920596239e-06 6.7013279114809e-06 1.82894867999443e-05 4.58495007106592e-05 9.67276736040951e-05 0.000165218242258496 0.000225155518578594 0.000243415566637713 0.000208190775115784 0.000140644922416955 7.49644153867777e-05 3.15235389254527e-05 1.05363929662541e-05 3.04824779999071e-06 1.33812458296344e-06 1.55757701456944e-06 2.20255306355782e-06 2.64948667426761e-06 2.58525669428536e-06 2.08479810025704e-06 1.4237645562731e-06 8.37665988935112e-07 4.30876115714227e-07 1.92689939946735e-07 7.22587274800256e-08
0 0 0 5.35249833185375e-09 1.60574949955613e-08 4.01437374889031e-08 7.76112258118794e-08 1.23107461632636e-07 1.52546202457832e-07 1.65927448287466e-07 1.92689939946735e-07 3.93408627391251e-07 1.1454346430167e-06 3.10980153080703e-06 7.04656405388546e-06 1.34267420654551e-05 2.34760576835106e-05 4.24051680341113e-05 8.19735119523402e-05 0.000153790658319988 0.000251042876760605 0.000336557066359466 0.000362163418379054 0.000310179954580091 0.000210818851796724 0.000113705798312735 4.89485972448026e-05 1.75802807709736e-05 7.22319649883664e-06 7.12417527969734e-06 1.15908351376293e-05 1.72403971269009e-05 2.11503971583201e-05 2.14260508224106e-05 1.83162492916035e-05 1.35123820387648e-05 8.7031622875942e-06 4.86274473448913e-06 2.31227927936082e-06 9.17953463912918e-07
0 2.67624916592688e-09 1.87337441614881e-08 7.22587274800256e-08 2.30157428269711e-07 5.75393570674278e-07 1.13740589551892e-06 1.78773444283915e-06 2.24002055188079e-06 2.28819303686748e-06 2.10620809358445e-06 2.60399043844685e-06 5.71111572008795e-06 1.44276592535118e-05 3.15583301646097e-05 5.69345247559284e-05 8.74598227424903e-05 0.000124017386349051 0.000179410391585406 0.000270392158230256 0.000390700263235333 0.000494059682272595 0.000520038032926247 0.000446732892022344 0.0003119543077771 0.00017839609315152 8.59959144487283e-05 3.91481727991783e-05 2.49372897281066e-05 3.14164889588156e-05 5.09343741259203e-05 7.52186590575408e-05 9.384000075406e-05 9.8924874169321e-05 8.9702519543537e-05 7.09741278803807e-05 4.89780359856278e-05 2.9058713443634e-05 1.45935867017993e-05 6.19819306828664e-06
2.67624916592688e-09 2.67624916592688e-08 1.41841205794124e-07 5.59336075678717e-07 1.76097195117988e-06 4.38904863212008e-06 8.68442854343271e-06 1.36568994937248e-05 1.71119371669364e-05 1.72350446285691e-05 1.45909104526333e-05 1.30172759430683e-05 1.93198427288261e-05 4.22900893199765e-05 8.90682484912124e-05 0.000158187735699606 0.000238413656946596 0.000322645923194978 0.000423470934272107 0.000560409251594254 0.000720965467805705 0.000843912354488385 0.000858479178698525 0.000745073120292374 0.000552806027713855 0.000358119605889339 0.000213032109856945 0.000129838228284942 9.88071192060202e-05 0.000107882280127678 0.000146492526844505 0.000199265484147417 0.00024448874255325 0.000263110084249769 0.000248361275096346 0.000205926668321409 0.000148978762319651 9.3288693425879e-05 5.0945079122584e-05 2.51942096480356e-05
1.60574949955613e-08 1.15078714134856e-07 5.78069819840205e-07 2.30157428269711e-06 7.2392539938322e-06 1.80620056208405e-05 3.57814513484423e-05 5.63912461752452e-05 7.08938404054029e-05 7.15575501985528e-05 5.95331626960434e-05 4.63874267930105e-05 4.94196170980057e-05 8.61109931628631e-05 0.000167921253916082 0.000291976107753456 0.000442020017241146 0.000607829710565312 0.000799698042018107 0.00102425943328187 0.0012430106876064 0.00137612464487043 0.00136065860094054 0.00120081961950556 0.000961471951600055 0.000721075194021508 0.00053113376196818 0.000407616834213156 0.000344286073950663 0.000328148291480124 0.000346839215654957 0.000386469113304002 0.000426115068448043 0.000440818381365645 0.000414205759659669 0.000348054232776288 0.000261196566096131 0.000178695833058103 0.000116831657338538 7.60991450331307e-05
3.74674883229763e-08 2.59596169094907e-07 1.30065709464046e-06 5.17586588690258e-06 1.63063861679925e-05 4.07646272953982e-05 8.10742922325888e-05 0.000128687441143594 0.000163826592692214 0.000168946257346632 0.000145157078510708 0.000114572903042495 0.00010795989135349 0.000150964539200769 0.000256384670095795 0.000421445013653501 0.000634482476008778 0.000888445140609409 0.00117874591638499 0.00147563294135793 0.00171079763181709 0.00181526234175988 0.00177291069870908 0.00162777770644087 0.00144495509716891 0.00127201319981755 0.00112825044712229 0.00101447506633124 0.000923107919806494 0.000843757132036762 0.000771974776908271 0.000712562045424694 0.000664890019032039 0.000610666534681195 0.000529790284886884 0.000425654753591504 0.000325059899942644 0.000252233807639442 0.000207058721718596 0.000170249590690438
