9.08055354509578e-08 9.38323866326564e-06 0.000169185846801043 0.000827298964981859 0.00134543535026502 0.000497251112129445 3.2296502108724e-05 3.48087885895338e-07 0 0 0 0 0 0 0 0 0 0 0 0
3.02685118169859e-08 2.3609439217249e-06 4.26483331501332e-05 0.000208550046419033 0.000339158674909327 0.000125341907434139 8.14222967876921e-06 9.08055354509578e-08 0 0 0 0 0 0 0 0 0 0 0 0
0 4.54027677254789e-08 6.81041515882183e-07 3.34467055577694e-06 5.43319787114897e-06 2.01285603582956e-06 1.36208303176437e-07 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.02685118169859e-08 6.20504492248211e-07 2.31554115399942e-06 2.92091139033914e-06 9.98860889960535e-07 7.56712795424648e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.63336052807778e-06 4.06960141379376e-05 0.000152069003368537 0.000193264447951455 7.25990255930407e-05 1.0805858718664e-05 3.91977228029968e-06 1.63449963811724e-06 1.64963389402573e-06 1.08966642541149e-06 2.5728235044438e-07 1.5134255908493e-08 0 0 0 0 0 0 0 0
3.14792522896654e-05 0.00031583678655434 0.00107628774318839 0.00148951346651388 0.00095643957064903 0.000468284146320589 0.000258447688149334 0.000113370711010521 0.000112265910329201 7.50205065383996e-05 2.02042316378381e-05 6.97689197381525e-06 2.69389755171175e-06 2.87550862261366e-07 1.5134255908493e-08 0 0 0 0 0
0.000228224579100074 0.00142457237441053 0.00407887871266566 0.00605405045128308 0.00517543122451552 0.0033966264563108 0.002116813239665 0.00120975674604538 0.00107037024912816 0.000721480247669676 0.000332514736565499 0.000381837276571277 0.000167445407371566 1.81611070901916e-05 6.6590725997369e-07 0 0 0 0 0
0.000784953316949896 0.00444602062674979 0.0120571589971782 0.0174668231003894 0.0149382370259662 0.0118604893416473 0.0087461167580299 0.00577523205468091 0.00403904535111451 0.0025070651625214 0.00127958620280717 0.00153048189725817 0.000668691963060853 7.24022802662303e-05 2.64849478398627e-06 3.02685118169859e-08 0 0 0 0
0.00153951704803554 0.00749181989684582 0.0204240718391649 0.0293434606930911 0.030045054528497 0.0306991268003503 0.0240504363001666 0.0150071584273734 0.00843731740047301 0.00402050588762661 0.00136164413834302 0.000675396438428315 0.000239469331240084 2.30646060045433e-05 7.56712795424648e-07 0 0 0 0 0
0.00291690081252339 0.00912519960002583 0.0232465197605634 0.0369508609023101 0.0491086778355357 0.0520891273886188 0.0376749593762519 0.0221173529272307 0.0128544315984376 0.00489685497600789 0.00154431460715853 0.000889985052954837 0.000268148746186678 1.70714406647801e-05 1.96745326810408e-07 0 0 0 0 0
0.0012946145189243 0.00505378207552305 0.0159636282665343 0.035357193486634 0.0511641065332358 0.0486694817290712 0.0377102675952864 0.02069577713549 0.0104534575698347 0.00388677960241916 0.00117865585015343 0.000692831101234899 0.000214437271967437 1.35451590381012e-05 1.5134255908493e-07 0 0 0 0 0
0.00107121776745904 0.00450083690165036 0.0103363335633589 0.0186937874954028 0.0265967294540028 0.029553857118731 0.0268825247425788 0.0136694112791099 0.00560507761550173 0.00198789964783646 0.000442586179787968 0.000142549556402095 4.09684307442904e-05 2.5879577603523e-06 3.02685118169859e-08 0 0 0 0 0
0.000998754950169176 0.00455559263952728 0.00802713366258512 0.00716616097820687 0.00823945213872537 0.00964775518803427 0.00915344012155108 0.00522196906143414 0.00276457452680441 0.000909568780100427 0.0001042447546977 6.05370236339718e-06 6.81041515882183e-07 4.54027677254789e-08 0 0 0 0 0 0
0.000228542398474152 0.00109331378108544 0.00191987116752778 0.00178015171698058 0.0025423431130441 0.00287475190981824 0.00315811058319295 0.00160554780656429 0.000778945017354224 0.000250365995494199 1.85848662556294e-05 3.78356397712324e-07 0 0 0 0 0 0 0 0
9.08055354509578e-06 4.81269337890076e-05 0.000118122867365788 0.000400195128988279 0.000946511498773058 0.00123773998522019 0.00183702625068469 0.000740700752673462 0.000117063469452193 2.74989429857317e-05 1.80097645311066e-06 1.5134255908493e-08 0 0 0 0 0 0 0 0
9.08055354509578e-08 6.96175771790676e-07 6.38665599338403e-06 5.87814499485867e-05 0.000152129540392171 0.00021581448925511 0.00035249195436471 0.000137963876861822 1.00491459232393e-05 4.99430444980268e-07 3.02685118169859e-08 0 0 0 0 0 0 0 0 0
0 0 9.08055354509578e-08 9.08055354509578e-07 2.34580966581641e-06 3.35980481168544e-06 5.53913766250842e-06 2.16419859491449e-06 1.36208303176437e-07 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
