0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 2.42386048494066e-10 4.84772096988132e-10 1.21193024247033e-09 2.1814744364466e-09 3.63579072741099e-09 5.09010701837539e-09 6.30203726084572e-09 6.78680935783385e-09 6.30203726084572e-09 5.33249306686946e-09 3.87817677590506e-09 2.42386048494066e-09 1.4543162909644e-09 7.27158145482199e-10 2.42386048494066e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.42386048494066e-10 7.27158145482199e-10 2.42386048494066e-09 6.78680935783385e-09 1.64822512975965e-08 3.46612049346515e-08 6.37475307539394e-08 1.02771684561484e-07 1.45189243047946e-07 1.80092834031091e-07 1.95605541134711e-07 1.86152485243443e-07 1.55369457084696e-07 1.13921442792211e-07 7.3200586645208e-08 4.12056282439912e-08 2.03604280735016e-08 8.96828379428045e-09 3.39340467891693e-09 1.21193024247033e-09 4.84772096988132e-10 2.42386048494066e-10 2.42386048494066e-10 2.42386048494066e-10 2.42386048494066e-10 2.42386048494066e-10 2.42386048494066e-10 0 0 0 0 0 2.42386048494066e-10 4.84772096988132e-10 9.69544193976265e-10 1.69670233945846e-09 2.90863258192879e-09 4.36294887289319e-09 5.57487911536352e-09 6.54442330933979e-09 6.54442330933979e-09 5.81726516385759e-09 4.60533492138726e-09 3.15101863042286e-09 1.93908838795253e-09 9.69544193976265e-10 4.84772096988132e-10 2.42386048494066e-10 0 0
3.15101863042286e-09 1.1149758230727e-08 3.51459770316396e-08 9.64696473006383e-08 2.31721062360327e-07 4.87195957473073e-07 8.97313151525033e-07 1.44825663975205e-06 2.04791972372637e-06 2.53778192773287e-06 2.75641414347452e-06 2.62479851914224e-06 2.19141226443485e-06 1.60459564103072e-06 1.03086786424526e-06 5.80999358240277e-07 2.87712239562457e-07 1.2579835916842e-07 4.99315259897776e-08 2.03604280735016e-08 1.18769163762092e-08 1.1149758230727e-08 1.23616884731974e-08 1.33312326671736e-08 1.26040745216914e-08 1.04226000852448e-08 7.51396750331605e-09 4.84772096988132e-09 2.66624653343473e-09 1.4543162909644e-09 9.69544193976265e-10 1.69670233945846e-09 4.60533492138726e-09 1.13921442792211e-08 2.52081490433829e-08 4.89619817958014e-08 8.33808006819588e-08 1.24828814974444e-07 1.64095354830483e-07 1.89788275970854e-07 1.92454522504289e-07 1.71851708382293e-07 1.34524256914207e-07 9.25914705247333e-08 5.59911772021293e-08 2.95710979162761e-08 1.38160047641618e-08 5.57487911536352e-09 1.93908838795253e-09 7.27158145482199e-10
2.1814744364466e-08 7.82906936635834e-08 2.44809908979007e-07 6.71409354328563e-07 1.61210960853403e-06 3.39073843238349e-06 6.24628846969209e-06 1.00810781429167e-05 1.42554506700815e-05 1.76655799863445e-05 1.91877643708873e-05 1.82705755633857e-05 1.52545659619741e-05 1.1170361044849e-05 7.17656612381231e-06 4.04881655404488e-06 2.0137432908887e-06 9.01191328300938e-07 3.99694593966715e-07 2.36568783330209e-07 2.34629694942256e-07 2.92802346580832e-07 3.51217384267902e-07 3.78122235650743e-07 3.57519421528748e-07 2.96195751259749e-07 2.14996425014237e-07 1.36705731350653e-07 7.65939913241249e-08 3.92665398560387e-08 2.30266746069363e-08 2.86015537222998e-08 6.66561633358682e-08 1.62641038539518e-07 3.57034649431759e-07 6.91527396353571e-07 1.17702665148719e-06 1.7606922562609e-06 2.31478676311833e-06 2.67424527303503e-06 2.71496612918204e-06 2.42167901050422e-06 1.89739798761155e-06 1.30573364323753e-06 7.88966587848186e-07 4.18600705749252e-07 1.94878382989229e-07 7.97450099545478e-08 2.86015537222998e-08 8.96828379428045e-09
7.73211494696071e-08 2.76804867380224e-07 8.67014895463275e-07 2.3775647496783e-06 5.70940337227773e-06 1.20075624563475e-05 2.2120877943714e-05 3.57007986966425e-05 5.04841661803441e-05 6.2561051046561e-05 6.7951716765069e-05 6.47035013292e-05 5.4023729646503e-05 3.95637051514925e-05 2.54311442079974e-05 1.43885206107048e-05 7.26891520828855e-06 3.51968781018234e-06 2.10318374278301e-06 2.10027511020108e-06 2.859185828036e-06 3.89005369228127e-06 4.75925006218099e-06 5.13373650710432e-06 4.85402300714217e-06 4.02118454451656e-06 2.91929756806253e-06 1.85740428961003e-06 1.03838183174858e-06 5.19675687971278e-07 2.65655109149497e-07 2.39235029863643e-07 4.7628858529084e-07 1.13485147904922e-06 2.48615369940364e-06 4.8118478347042e-06 8.19046696466299e-06 1.2252614751375e-05 1.61087343968671e-05 1.86111279615199e-05 1.88939924801125e-05 1.68523747936469e-05 1.32044647638112e-05 9.08705295804254e-06 5.49125592863307e-06 2.91323791685018e-06 1.35663471342129e-06 5.54336892905929e-07 1.98756559765134e-07 6.25356005114691e-08
