0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 2.83779879893004e-08 3.12157867882304e-07 3.68913843860905e-07 2.83779879893004e-08 0 0 0
0 0 5.67559759786007e-08 3.28049541156312e-05 0.00030094856262653 0.000352199208935207 4.34183216236295e-05 1.50403336343292e-06 1.04998555560411e-06 4.82425795818106e-07
0 3.12157867882304e-07 5.07965985008476e-06 0.000562621989875869 0.00485096164487899 0.00494214012028862 0.00369177759149205 0.0013772972690727 0.00100299160749383 0.000447606004555235
1.01025637241909e-05 0.000303076911725728 0.00201174394654949 0.00555002500100742 0.0348097454551233 0.0443150660440914 0.0415701767778384 0.0264206162677384 0.0105942975000695 0.00181338181050428
5.22154979003127e-06 0.000410714620169144 0.00418799508947296 0.0185379206540105 0.0849730323980138 0.14370255555133 0.141735677203792 0.0819214905935483 0.0295593636292949 0.00842034497417319
4.54047807828806e-07 0.000224895554815205 0.00279795610379306 0.0129362193368745 0.0474225124848958 0.0870669873757683 0.0678436531778522 0.0340451289467396 0.0137235382356497 0.00531448770069623
2.83779879893004e-08 2.19929406917078e-05 0.000463355787889296 0.00282233279547587 0.00547638412217518 0.0123628988455267 0.00630201330473589 0.00121202386702302 0.000246235801783159 0.00047010974903075
0 2.83779879893004e-08 4.82425795818106e-07 3.06482270284444e-06 4.93776991013826e-05 0.00039181488016827 0.000301799902266209 3.28900880795991e-05 3.12157867882304e-07 4.82425795818106e-07
