0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1.34615789239382e-09 4.71155262337837e-09 1.21154210315444e-08 2.28846841706949e-08 3.02885525788609e-08 2.89423946864671e-08 1.88462104935135e-08 9.42310524675673e-09 3.36539473098455e-09 1.34615789239382e-09 6.73078946196909e-10 1.34615789239382e-09 2.01923683859073e-09 2.01923683859073e-09 1.34615789239382e-09 6.73078946196909e-10 0 0 0 0 0 0
0 0 0 0 0 0 4.03847367718146e-09 3.09616315250578e-08 1.71635131280212e-07 6.67694314627334e-07 1.8072169705387e-06 3.42462567824988e-06 4.56549449205364e-06 4.30501293987543e-06 2.88548944234615e-06 1.38923494495042e-06 5.05482288593879e-07 1.9384673650471e-07 1.7634668390359e-07 2.65193104801582e-07 3.39904867829439e-07 3.21058657335926e-07 2.17404499621602e-07 1.05000315606718e-07 3.63462630946331e-08 8.75002630055982e-09 1.34615789239382e-09 0 0 0
0 0 0 0 0 6.73078946196909e-09 7.87502367050384e-08 6.36059604156079e-07 3.55856838854306e-06 1.38223492390997e-05 3.7412420145409e-05 7.08974246397591e-05 9.45783612038049e-05 8.94387303706453e-05 6.08180674204603e-05 3.13089402612954e-05 1.47976406321391e-05 9.55502872021132e-06 9.64589437794791e-06 1.18347471109803e-05 1.35961947131776e-05 1.23765756626688e-05 8.29906340660789e-06 3.99741586146345e-06 1.37038873445691e-06 3.32500999421273e-07 5.65386314805404e-08 6.73078946196909e-09 6.73078946196909e-10 0
