7.22793056836902e-07 1.02343623626885e-06 1.39248550016375e-06 1.82369371752042e-06 2.30378573496135e-06 2.81464487258311e-06 3.33737355910712e-06 3.85666632358048e-06 4.36315246950141e-06 4.85573874894471e-06 5.33723637086091e-06 5.81092507902563e-06 6.27368130793828e-06 6.71222990422134e-06 7.10298794834535e-06 7.41596921150464e-06 7.62290542591883e-06 7.7045866637593e-06 7.65710846815031e-06 7.4923403879941e-06 7.23480241247032e-06 6.91448077038465e-06 6.55948755124241e-06 6.19153153527272e-06 5.82466876722823e-06 5.46842612188576e-06 5.13186193919701e-06 4.83090640321501e-06 4.5911727510446e-06 4.45139319489312e-06 4.4607638913949e-06 4.67550901956057e-06 5.15263364977594e-06 5.94164629522539e-06 7.07768706779056e-06 8.57606143842436e-06 1.04302099195756e-05 1.26134260262141e-05 1.50844786937321e-05 1.77919852696449e-05 2.06784721487416e-05 2.36788129903349e-05 2.67138254089848e-05 2.96824620607471e-05 3.24546264425221e-05 3.48735155661803e-05 3.67656153681637e-05 3.79631903810905e-05 3.8330365505685e-05 3.77909257437329e-05 3.63473699476344e-05 3.40882511993316e-05 3.11798993617307e-05 2.78475235074245e-05 2.43441324419609e-05 2.09191428705622e-05 1.77874560996691e-05 1.51058751174112e-05 1.29609226881549e-05 1.13660301435528e-05 1.02699710093952e-05 9.57372825931333e-06 9.15017277743311e-06 8.86592831687927e-06 8.60058142760401e-06 8.26136221423976e-06 7.79095324985066e-06 7.16983225005802e-06 6.41174290306443e-06 5.55588595590232e-06 4.65536202208176e-06 3.76623910233835e-06 2.93849424468157e-06 2.2089855220184e-06 1.59864082320279e-06 1.1129263878608e-06 7.44970371891103e-07 4.79154947790755e-07 2.95957831181056e-07 1.75544381133249e-07 9.9954096018932e-08 5.46623962603534e-08 2.85806243304134e-08 1.43684013027215e-08 6.87184410130157e-09 3.27974377562121e-09 1.40560447526623e-09 6.24713100118325e-10 3.12356550059163e-10 1.56178275029581e-10
1.07138296670293e-06 1.51664722881226e-06 2.06233412176562e-06 2.69813587941105e-06 3.40234372151943e-06 4.14590848893526e-06 4.89712599182755e-06 5.62944592344126e-06 6.32568867352313e-06 6.98101271554725e-06 7.59994721948948e-06 8.19014492082627e-06 8.75379231540803e-06 9.28198724155807e-06 9.75286474077226e-06 1.01361262276949e-05 1.04013169386951e-05 1.0527665163194e-05 1.05106417312158e-05 1.03635217961379e-05 1.01122309516153e-05 9.78769249610386e-06 9.41739380600872e-06 9.02007627433346e-06 8.6063600237801e-06 8.18249218534982e-06 7.75831199036948e-06 7.35443497114298e-06 7.00740684402725e-06 6.77173382700761e-06 6.71660289592217e-06 6.92072790138583e-06 7.46297887228854e-06 8.41269896274342e-06 9.82033375558504e-06 1.17107155965431e-05 1.40800962070169e-05 1.68991140713008e-05 2.01174797848354e-05 2.36716287896836e-05 2.74865955138311e-05 3.14753886580867e-05 3.55305575692297e-05 3.95143530086843e-05 4.32513867735921e-05 4.65314429057634e-05 4.91240022712544e-05 5.08065108281481e-05 5.13982703122352e-05 5.07962030619962e-05 4.89987472946807e-05 4.61163210507347e-05 4.23621076755737e-05 3.80265987607525e-05 3.34404237145088e-05 2.8932181627505e-05 2.4787991099595e-05 2.12208792979194e-05 1.83514158508009e-05 1.62039645691441e-05 1.47158979646623e-05 1.37580566039059e-05 1.3161924128118e-05 1.27480516992896e-05 1.23530768417398e-05 1.18498704395944e-05 1.11601871770638e-05 1.02579452822179e-05 9.16313557426056e-06 7.93198223220237e-06 6.63991936288265e-06 5.36706642139156e-06 4.18401598804248e-06 3.14277542842026e-06 2.2728624365055e-06 1.58146121294954e-06 1.05810781332541e-06 6.80312566028856e-07 4.20275738104603e-07 2.49260526947212e-07 1.41966052001889e-07 7.76206026897019e-08 4.07625297827207e-08 2.04593540288751e-08 9.83923132686362e-09 4.52916997585786e-09 2.03031757538456e-09 9.37069650177487e-10 3.12356550059163e-10 1.56178275029581e-10
1.53679422629108e-06 2.17525101461201e-06 2.95707945941009e-06 3.86556848525717e-06 4.86792065439702e-06 5.91884426707107e-06 6.969143166645e-06 7.97555597093562e-06 8.90903352078743e-06 9.7594242283235e-06 1.0532662867995e-05 1.12431178411045e-05 1.19028148748295e-05 1.25120663257199e-05 1.30560352576479e-05 1.35083275421336e-05 1.38403625548465e-05 1.40318371200327e-05 1.40786906025416e-05 1.39941981557506e-05 1.38031921253894e-05 1.35331598878633e-05 1.32051855103012e-05 1.28298891154051e-05 1.24083639511002e-05 1.19404538391116e-05 1.14345924062908e-05 1.09170176028428e-05 1.0437862655052e-05 1.00720931349327e-05 9.91529014680302e-06 1.00744358090582e-05 1.06566684183684e-05 1.17567881876768e-05 1.34452315190216e-05 1.57602620897851e-05 1.87045349306428e-05 2.22471267431388e-05 2.63308762786123e-05 3.08780067560985e-05 3.57946550323048e-05 4.09668109664594e-05 4.62518837934604e-05 5.14662078618731e-05 5.63781707898284e-05 6.07124302784494e-05 6.41694363962291e-05 6.64615087605633e-05 6.73554732068326e-05 6.67160793488615e-05 6.45369238773737e-05 6.09531010002699e-05 5.62305823199255e-05 5.07351373564596e-05 4.48862609566018e-05 3.91043850367316e-05 3.37596521086693e-05 2.91319336412678e-05 2.5384435931933e-05 2.25565159059724e-05 2.05744574175719e-05 1.92756788824259e-05 1.84430924982432e-05 1.78427432090295e-05 1.72594173517941e-05 1.65245985677799e-05 1.55347406606424e-05 1.4255172053325e-05 1.27154104398084e-05 1.09926078879571e-05 9.19124766376589e-06 7.42127927285564e-06 5.77984560229474e-06 4.33769541067159e-06 3.13465415811873e-06 2.17993636286289e-06 1.45792419740114e-06 9.37382006727547e-07 5.79109043809687e-07 3.43748383340108e-07 1.95847556887095e-07 1.07294474945322e-07 5.63803572856788e-08 2.84244460553838e-08 1.37436882026031e-08 6.40330927621283e-09 2.81120895053246e-09 1.24942620023665e-09 4.68534825088744e-10 1.56178275029581e-10
2.13370759345414e-06 3.02017548252204e-06 4.10483360260248e-06 5.36331814279085e-06 6.74705765955294e-06 8.19014492082627e-06 9.61886378079688e-06 1.09676193639523e-05 1.2190495257434e-05 1.32692186030633e-05 1.42114421363167e-05 1.50410611332739e-05 1.57846259006897e-05 1.64583789791673e-05 1.70613832990565e-05 1.75777086763043e-05 1.79859586872317e-05 1.82698907912354e-05 1.84270061359152e-05 1.84694866267232e-05 1.84170107263133e-05 1.82880074711389e-05 1.80895048835763e-05 1.78154120108994e-05 1.74508919169803e-05 1.69839188746419e-05 1.64187096973098e-05 1.57874371096402e-05 1.51571015916209e-05 1.46287504871958e-05 1.43299814470642e-05 1.44035414146031e-05 1.49917087983645e-05 1.62205194662973e-05 1.81860230575446e-05 2.09445999293921e-05 2.45085881655671e-05 2.88495633200143e-05 3.39041170130717e-05 3.9581353488672e-05 4.57658570015684e-05 5.23122255777083e-05 5.90350756046317e-05 6.5694673430168e-05 7.19914691228107e-05 7.75724997809928e-05 8.20577836615673e-05 8.50846748099156e-05 8.63603389603573e-05 8.57140732582848e-05 8.31344766896212e-05 7.87838184821222e-05 7.29866370912992e-05 6.61914765230371e-05 5.89163801156092e-05 5.16839203772643e-05 4.49593523893156e-05 3.90984502622805e-05 3.43151782329495e-05 3.0669352580659e-05 2.8076949393443e-05 2.63397784402889e-05 2.51868704140206e-05 2.43225798400069e-05 2.34715644193707e-05 2.24176734194711e-05 2.10269058803326e-05 1.92563127763223e-05 1.71461881023976e-05 1.48002342331783e-05 1.23580745465407e-05 9.9663604427377e-06 7.75378282039362e-06 5.81404864452622e-06 4.19869674589526e-06 2.91834724720276e-06 1.95144754649462e-06 1.25473626158766e-06 7.75581313796901e-07 4.60725911337265e-07 2.63004215149815e-07 1.44308726127333e-07 7.60588199394061e-08 3.8419855657277e-08 1.87413930035497e-08 8.74598340165655e-09 3.90445687573953e-09 1.71796102532539e-09 7.80891375147906e-10 3.12356550059163e-10
2.86696459471802e-06 4.05907336801882e-06 5.5166852088699e-06 7.20606560986488e-06 9.05943319964092e-06 1.09837057262804e-05 1.28750246368886e-05 1.46381211836976e-05 1.62050578170694e-05 1.75461606647484e-05 1.86704880666863e-05 1.96144295609651e-05 2.04248386300936e-05 2.11410721993793e-05 2.17845266925011e-05 2.23581694966848e-05 2.28546602330038e-05 2.32668147008069e-05 2.35957261480192e-05 2.38507652711425e-05 2.40425521928788e-05 2.41724925177034e-05 2.42244998832883e-05 2.41657768518772e-05 2.39563417850625e-05 2.35651152061134e-05 2.29883488364292e-05 2.2263993996842e-05 2.14784172734432e-05 2.07637454869078e-05 2.02866208566924e-05 2.02324269952572e-05 2.0785766623687e-05 2.21104707524879e-05 2.43341370323591e-05 2.75361040270155e-05 3.17437029345875e-05 3.69346002617457e-05 4.30427325981526e-05 4.99653346388388e-05 5.75635638973029e-05 6.56570344658859e-05 7.40092924361929e-05 8.2314696923991e-05 9.01929538295832e-05 9.72011415649856e-05 0.000102868226452709 0.000106747538626169 0.000108481742192097 0.00010786233915333 0.000104873243147539 9.97074905226603e-05 9.27519348659429e-05 8.45441418000382e-05 7.57063255726643e-05 6.68706958411408e-05 5.86044921003751e-05 5.13476685511256e-05 4.53708821440186e-05 4.07594062172201e-05 3.74223450146631e-05 3.51257434803531e-05 3.35419395932781e-05 3.23081312205444e-05 3.10835373660374e-05 2.95984381487811e-05 2.76857228144939e-05 2.52929154627657e-05 2.24740537767567e-05 1.93639196078177e-05 1.61435235767077e-05 1.30018413962126e-05 1.01041096813138e-05 7.56980481240877e-06 5.46327223880978e-06 3.79622533114403e-06 2.53867786060584e-06 1.63315622198433e-06 1.01047343944139e-06 6.01286358863888e-07 3.44060739890167e-07 1.89288069335852e-07 1.00110274293962e-07 5.09141176596435e-08 2.4988524004733e-08 1.17133706272186e-08 5.31006135100576e-09 2.34267412544372e-09 9.37069650177487e-10 4.68534825088744e-10
3.72860013805622e-06 5.28038747875014e-06 7.17795352035955e-06 9.37553802830079e-06 1.17830261378818e-05 1.42751628725288e-05 1.67107630716151e-05 1.8958949340666e-05 2.09238282188131e-05 2.25612012542232e-05 2.38807514999482e-05 2.49341739650227e-05 2.57936230125105e-05 2.65298474009999e-05 2.71957915657261e-05 2.78223788051447e-05 2.84246022336588e-05 2.90101145867447e-05 2.95865685998789e-05 3.01602114040626e-05 3.072745089897e-05 3.12643918085217e-05 3.17213694412582e-05 3.20279473951413e-05 3.21079106719565e-05 3.19030047751176e-05 3.13962062726467e-05 3.06296832988015e-05 2.97105741502524e-05 2.88064581161061e-05 2.81292691155779e-05 2.79137430960371e-05 2.83925856872778e-05 2.97746072430145e-05 3.22241073085785e-05 3.58497859633902e-05 4.06995899378838e-05 4.67624305745321e-05 5.39741186022981e-05 6.22223618414353e-05 7.13458281338384e-05 8.11241499334405e-05 9.1263555904911e-05 0.000101381877809252 0.00011100636400795 0.000119592889390802 0.000126568592044998 0.000131396843417537 0.00013365190153069 0.000133087785601283 0.000129686222771138 0.000123674140073875 0.000115504142150527 0.000105804690379815 9.53054496626765e-05 8.47502971230773e-05 7.48109555219197e-05 6.60153074288038e-05 5.86957002129924e-05 5.29673934414574e-05 4.87369925057311e-05 4.57369640206879e-05 4.35837341428551e-05 4.18454699417758e-05 4.01134528716978e-05 3.80614265160841e-05 3.54871400087715e-05 3.23290591093983e-05 2.86568393286278e-05 2.46407149862421e-05 2.05073007593092e-05 1.64928943779489e-05 1.2802870273825e-05 9.58403602546528e-06 6.91401223555956e-06 4.80435609645998e-06 3.21430507838381e-06 2.0701430355171e-06 1.28300452936801e-06 7.65273547644948e-07 4.39329487658212e-07 2.42701039395969e-07 1.29003255174434e-07 6.60634103375129e-08 3.26412594811825e-08 1.54616492279285e-08 7.02802237633116e-09 3.12356550059162e-09 1.40560447526623e-09 6.24713100118325e-10
4.69315716463892e-06 6.64929005938442e-06 9.04178505456258e-06 1.18123876535873e-05 1.48456821112119e-05 1.79797115562305e-05 2.10311226937584e-05 2.38279632429882e-05 2.62413861270203e-05 2.82093885706681e-05 2.97408727356081e-05 3.09047132411286e-05 3.18033630356488e-05 3.25453660203143e-05 3.32238044470428e-05 3.39073967568473e-05 3.46415908277614e-05 3.54562167103156e-05 3.63690787278636e-05 3.73829880893556e-05 3.84763921928377e-05 3.95924421461991e-05 4.06380556975221e-05 4.1492663218484e-05 4.20330400500863e-05 4.21639174445611e-05 4.18485935072764e-05 4.11298610855903e-05 4.01360987215771e-05 3.90728370251757e-05 3.82010498939605e-05 3.78099794932865e-05 3.81868376709329e-05 3.95894747589735e-05 4.22254516849228e-05 4.62386086400829e-05 5.1703442661643e-05 5.86266694154293e-05 6.69520647224312e-05 7.65626510546515e-05 8.72752312954805e-05 9.88286753690688e-05 0.000110864710312499 0.000122915738370331 0.000134406086420807 0.000144678868639153 0.000153051742141764 0.00015889312198442 0.000161708547748379 0.000161216430003761 0.000157400526209963 0.000150524777651785 0.000141110351233002 0.000129877072623225 0.00011765924616766 0.000105309449069696 9.36020132169289e-05 8.31515001215995e-05 7.4353196997808e-05 6.73565664547578e-05 6.20699318450065e-05 5.81984285852982e-05 5.53064754665754e-05 5.28972693959691e-05 5.0494622812914e-05 4.77165236566878e-05 4.43260494840707e-05 4.02530762495742e-05 3.5584751430665e-05 3.05291044896824e-05 2.53616339037787e-05 2.03678335597078e-05 1.57946213102916e-05 1.18167606452882e-05 8.52389789456449e-06 5.92571611117237e-06 3.96895850332675e-06 2.56085517566004e-06 1.59145662255143e-06 9.52843655955475e-07 5.49435171554067e-07 3.05328527682831e-07 1.63518653955972e-07 8.44924467910035e-08 4.20119559829574e-08 2.0146997478816e-08 9.37069650177487e-09 4.21681342579869e-09 1.87413930035497e-09 7.80891375147906e-10
5.71753047055794e-06 8.10518393921018e-06 1.10272794650136e-05 1.44125997545548e-05 1.81191787558319e-05 2.19469520985319e-05 2.56669624314615e-05 2.90624343088796e-05 3.19685996506301e-05 3.43022154361221e-05 3.60707782225571e-05 3.73598737046512e-05 3.83049084468552e-05 3.90572191976727e-05 3.97568978698052e-05 4.05173298909243e-05 4.14234762426459e-05 4.25337475998312e-05 4.38809414002364e-05 4.54661508917866e-05 4.7247364118499e-05 4.91297808674305e-05 5.09672182731535e-05 5.25796027845589e-05 5.37852990677873e-05 5.44424972491118e-05 5.44862271661201e-05 5.39544401396443e-05 5.29940999264874e-05 5.18477513877703e-05 5.08274387170021e-05 5.02794091499233e-05 5.05483481395242e-05 5.19456751662139e-05 5.47264293531156e-05 5.90753695995893e-05 6.51004150936805e-05 7.28345194514204e-05 8.22367639647512e-05 9.31914205318761e-05 0.000105498112425932 0.000118854009971637 0.00013283305883471 0.000146874266651244 0.00016028951194146 0.000172300870717435 0.000182109647280668 0.000188986332908495 0.000192368998167361 0.000191945130328931 0.000187705358696703 0.000179956105046285 0.000169288035613839 0.000156510466220569 0.000142556874416326 0.000128380260035341 0.000114849598999878 0.000102659416098994 9.22659080740508e-05 8.38541461809576e-05 7.73404188642988e-05 7.241002689989e-05 6.85847524095904e-05 6.53100063387702e-05 6.20494724909776e-05 5.83692876181805e-05 5.40005127307781e-05 4.88663081174556e-05 4.30724064704082e-05 3.68646323945324e-05 3.05675243453397e-05 2.45153038313934e-05 1.89950265221978e-05 1.42072253228909e-05 1.02521666860418e-05 7.13500449472642e-06 4.78826973413193e-06 3.09826462003683e-06 1.93317468831616e-06 1.16321579242032e-06 6.7500250467785e-07 3.77951425571587e-07 2.04281183738692e-07 1.06513583570174e-07 5.3725326610176e-08 2.60817719299401e-08 1.23380837273369e-08 5.62241790106492e-09 2.4988524004733e-09 1.09324792520707e-09
6.74237231130205e-06 9.56451374108659e-06 1.30216760371414e-05 1.70312408919758e-05 2.14253166599331e-05 2.59660438281431e-05 3.03799542370292e-05 3.44046683845415e-05 3.78382477610668e-05 4.05744911395851e-05 4.2617146798697e-05 4.40672620823466e-05 4.50924162796408e-05 4.58879884126415e-05 4.66437350855096e-05 4.75237996653013e-05 4.86578101202911e-05 5.01396295937718e-05 5.20225148775284e-05 5.43095895370616e-05 5.69393193320097e-05 5.97766100544721e-05 6.26176490555352e-05 6.52147375910021e-05 6.73189274904757e-05 6.87317161663933e-05 6.93508068486105e-05 6.92011880611322e-05 6.84412245748382e-05 6.73465710451559e-05 6.62773745743034e-05 6.56357942204819e-05 6.58241452201675e-05 6.72092903414049e-05 7.00974951815269e-05 7.47194350527524e-05 8.12241040294594e-05 8.96791273047359e-05 0.000100068887051079 0.000112287962932843 0.000126124577209089 0.000141237480348876 0.000157131587220362 0.00017314782550292 0.000188478441158099 0.000202217444012451 0.000213444787847778 0.000221332259271597 0.000225252177796564 0.000224867042170341 0.000220181225384629 0.000211548315054094 0.000199630819421411 0.000185323015289401 0.000169649432142258 0.000153651779074428 0.000138279619998091 0.000124296979034693 0.000112213778252204 0.000102249916661867 9.43352702181927e-05 8.81457690004954e-05 8.31732089018286e-05 7.88189585940038e-05 7.44971933673853e-05 6.97315694831326e-05 6.42261291100649e-05 5.78996595451666e-05 5.08756978039862e-05 4.34366142077772e-05 3.59514580204345e-05 2.87995862720048e-05 2.23035071004244e-05 1.66857745476104e-05 1.2053370731958e-05 8.40504622726697e-06 5.65755801294658e-06 3.67596805937125e-06 2.30597223081177e-06 1.39685849186457e-06 8.17280913229799e-07 4.61975337537501e-07 2.52384092447803e-07 1.33220068600233e-07 6.80937279128974e-08 3.357832913136e-08 1.60863623280469e-08 7.34037892639032e-09 3.27974377562121e-09 1.40560447526623e-09
7.69630921518273e-06 1.09268568341696e-05 1.48898805630452e-05 1.94932352195422e-05 2.45471641994994e-05 2.97805420174656e-05 3.48788256275313e-05 3.95382482847638e-05 4.35207942980181e-05 4.66977727686699e-05 4.90665286660435e-05 5.07396665264354e-05 5.19127215501826e-05 5.28215229325798e-05 5.3704242543047e-05 5.47756255097499e-05 5.62135588879472e-05 5.81521998158894e-05 6.06711992138415e-05 6.37816457393307e-05 6.74073243941424e-05 7.13758143626441e-05 7.54256732124361e-05 7.92386096190083e-05 8.24925839792497e-05 8.49233426518101e-05 8.63806421361111e-05 8.68652633235279e-05 8.65360395197655e-05 8.56923644780557e-05 8.47343669390243e-05 8.41146515437069e-05 8.4289727390015e-05 8.56814319988037e-05 8.86488192243657e-05 9.34733223183045e-05 0.000100353443868183 0.000109401163697196 0.00012063772205075 0.000133979251195152 0.000149212255428437 0.000165962843960185 0.000183668775000288 0.000201570865953829 0.00021873766958853 0.000234129975662346 0.000246702639158777 0.000255527648767599 0.00025991532122628 0.000259508476819828 0.000254332884963622 0.000244795233885841 0.000231631591796698 0.000215818697628228 0.00019846198121109 0.000180676711607271 0.000163476173465164 0.000147677803876271 0.000133834786290749 0.000122197943018295 0.000112714954336774 0.000105064092999625 9.87234112116989e-05 9.30680396946027e-05 8.74790439443941e-05 8.14497816368772e-05 7.46653973695921e-05 6.70424919436733e-05 5.87210010935472e-05 5.00137499040979e-05 4.13278951383278e-05 3.30790271860904e-05 2.56180786313772e-05 1.91835337001585e-05 1.38847171849549e-05 9.71194603271451e-06 6.56542232569354e-06 4.29006103678757e-06 2.71031778486335e-06 1.65595825013865e-06 9.78613071335356e-07 5.5958675943099e-07 3.0954534110863e-07 1.65705149806386e-07 8.57418729912401e-08 4.29490256331348e-08 2.07717105789343e-08 9.68305305183404e-09 4.37299170082827e-09 1.87413930035497e-09
