0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.44953466003838e-09 2.45638175485909e-09 4.01608564124618e-09 6.33504802585277e-09 9.64132453102089e-09 1.41567425916608e-08 2.00553300292735e-08 2.74117103748791e-08 3.61478357083807e-08 4.59905188075123e-08 5.64539275527528e-08 6.68589971634589e-08 7.63950815120711e-08 8.42191362182468e-08 8.95768963192461e-08 9.19223423921422e-08 9.10093469929705e-08 8.69342191573279e-08 8.01189706317987e-08 7.12393269707642e-08 6.11144768714724e-08 5.05834251366101e-08 4.03935675469124e-08 3.11211784471124e-08 2.31334123834555e-08 1.65906426697677e-08 1.14795949131954e-08 7.6635458578754e-09 4.93597329860128e-09 3.06729598871454e-09 1.83898596790227e-09 1.06375346564532e-09 5.93667677705743e-10 3.1965806377198e-10 1.66061045738855e-10 8.32318822752897e-11 4.02486675839219e-11 1.87781646691651e-11 8.45268378460393e-12 3.67092866540513e-12 1.53814441177564e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.66089783337112e-09 4.55948876495741e-09 7.53778843271575e-09 1.20229649574199e-08 1.85020164477199e-08 2.74704888454606e-08 3.93507991760482e-08 5.43851799249211e-08 7.25182685405654e-08 9.32940886537539e-08 1.15797896614767e-07 1.3867145066265e-07 1.60218732089514e-07 1.78599141161925e-07 1.92081388088102e-07 1.99310899289657e-07 1.99533883684968e-07 1.92726798178956e-07 1.79600441932587e-07 1.61477694201818e-07 1.40073997034471e-07 1.17230967024596e-07 9.4660112700941e-08 7.37448218395999e-08 5.54288525337607e-08 4.01957456311625e-08 2.81231610683661e-08 1.89840130135034e-08 1.2363793858305e-08 7.76882487686924e-09 4.7097597289956e-09 2.75474888433798e-09 1.55455153372883e-09 8.46385228204688e-10 4.44601445569477e-10 2.2532714267627e-10 1.10178281057266e-10 5.19778509210843e-11 2.36581341292361e-11 1.03892095005689e-11 4.40173975512413e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.65370325381629e-09 8.06319806831277e-09 1.3478942272202e-08 2.17392292437818e-08 3.38276878977255e-08 5.07855700468445e-08 7.35610961181524e-08 1.02800658383821e-07 1.38606451137369e-07 1.80306272730323e-07 2.26296622093126e-07 2.74021822633719e-07 3.20134201050571e-07 3.60843461899164e-07 3.92414865930228e-07 4.11729425241913e-07 4.16790877076079e-07 4.07065547116284e-07 3.83575034164453e-07 3.48719442833653e-07 3.05873488058901e-07 2.58849513426835e-07 2.11345358322366e-07 1.66486076640934e-07 1.26532756061477e-07 9.27828823951413e-08 6.56406082147919e-08 4.4804040032259e-08 2.9505406374323e-08 1.87467448360062e-08 1.14918508219664e-08 6.79663480237863e-09 3.8782672609288e-09 2.13511551777857e-09 1.13408306075651e-09 5.81176699313619e-10 2.87350110454584e-10 1.37073779138747e-10 6.30866183415457e-11 2.80130214638814e-11 1.20011400397774e-11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
